16:51:05 | INFO    | 06_train_sequence | device=cuda progress=tqdm max_minutes=10.0
17:20:13 | WARNING | 06_train_sequence | excluded lstm_h128_l1: 118913 parameters exceeds the 100000 budget
17:20:13 | WARNING | 06_train_sequence | excluded lstm_h128_l2: 251009 parameters exceeds the 100000 budget
17:20:13 | INFO    | 06_train_sequence | sweep: 675 runs, 3 excluded by parameter budget
17:20:13 | INFO    | 06_train_sequence | [1/675] gru_h32_l1_w24_H1_s42: already complete, skipping
17:20:13 | INFO    | 06_train_sequence | [2/675] gru_h32_l1_w24_H1_s1337: already complete, skipping
17:20:13 | INFO    | 06_train_sequence | [3/675] gru_h32_l1_w24_H1_s2024
17:20:13 | WARNING | 06_train_sequence | CodeCarbon unavailable (TypeError: BaseEmissionsTracker.__init__() got an unexpected keyword argument 'country_iso_code'); timing only
17:20:15 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024: resumed from epoch 7 (best val 0.04645)
17:20:15 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024: 13089 params | train 27186 windows, val 6160 | 107 steps/epoch | matrix 30.8 MB on device
17:20:17 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch   8/60  train 0.12619  val 0.04929  lr 1.00e-03  1.7s
17:20:18 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch   9/60  train 0.12460  val 0.04536  lr 1.00e-03  0.9s  *
17:20:19 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  10/60  train 0.12145  val 0.04597  lr 1.00e-03  0.9s
17:20:20 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  11/60  train 0.12125  val 0.04866  lr 1.00e-03  1.0s
17:20:21 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  12/60  train 0.11758  val 0.04397  lr 1.00e-03  1.0s  *
17:20:22 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  13/60  train 0.11550  val 0.04483  lr 1.00e-03  0.9s
17:20:22 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  14/60  train 0.11480  val 0.04674  lr 1.00e-03  0.9s
17:20:23 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  15/60  train 0.11413  val 0.04855  lr 1.00e-03  0.9s
17:20:24 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  16/60  train 0.11271  val 0.04465  lr 1.00e-03  0.9s
17:20:25 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  17/60  train 0.11293  val 0.04564  lr 5.00e-04  0.9s
17:20:26 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  18/60  train 0.11040  val 0.04489  lr 5.00e-04  0.9s
17:20:27 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  19/60  train 0.10876  val 0.04506  lr 5.00e-04  0.9s
17:20:28 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  20/60  train 0.10841  val 0.04330  lr 5.00e-04  0.9s  *
17:20:29 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  21/60  train 0.10733  val 0.04569  lr 5.00e-04  0.9s
17:20:30 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s2024 epoch  22/60  train 0.10558  val 0.04793  lr 5.00e-04  0.9s
17:59:43 | INFO    | 06_train_sequence | device=cuda progress=plain max_minutes=10.0
17:59:43 | WARNING | 06_train_sequence | excluded gru_h128_l2: 188289 parameters exceeds the 100000 budget
17:59:43 | WARNING | 06_train_sequence | excluded lstm_h128_l1: 118913 parameters exceeds the 100000 budget
17:59:43 | WARNING | 06_train_sequence | excluded lstm_h128_l2: 251009 parameters exceeds the 100000 budget
17:59:43 | INFO    | 06_train_sequence | sweep: 675 runs, 3 excluded by parameter budget
17:59:43 | INFO    | 06_train_sequence | [1/675] gru_h32_l1_w24_H1_s42
17:59:47 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42: 13089 params | train 27186 windows, val 6160 | 107 steps/epoch | matrix 30.8 MB on device
17:59:48 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   1/60  train 1.66384  val 0.12521  lr 1.00e-03  0.8s  *
17:59:48 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   2/60  train 0.16815  val 0.06486  lr 1.00e-03  0.5s  *
17:59:49 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   3/60  train 0.14094  val 0.06348  lr 1.00e-03  0.4s  *
17:59:49 | INFO    | 06_train_sequence | gru_h32_l1_w24_H1_s42 epoch   4/60  train 0.13305  val 0.06279  lr 1.00e-03  0.4s  *
