model,horizon_h,stratum,group,n,rmse,mae,r2,smape,bias,reference_rmse,skill_vs_persistence
xgboost,3,season,dry,6243,56.49613147856131,36.428184166277006,0.6217051279193884,23.508513388328073,-8.724661762210234,70.1335982835701,0.19444983772069735
xgboost,3,pollution,observed > 65 ug/m3,6189,58.32223340703097,38.52592879185091,0.5440800028720878,24.58547967990211,-14.803809216671661,71.45869300022024,0.1838329115975964
xgboost,3,pollution,observed <= 65 ug/m3,3122,19.211526315907943,12.587869642942222,-0.5478732711036631,28.879297125162783,5.980545209401422,27.569509149082297,0.3031603786624749
xgboost,3,pollution,observed > 35 ug/m3,8138,51.83293964500874,32.61403383830679,0.6662922523759927,24.6391397791097,-10.09478453951648,64.02286989237007,0.1903996223201806
xgboost,3,pollution,observed <= 35 ug/m3,1173,17.026802828404033,10.505792789335242,-3.6931461320442036,35.641415039452376,7.844708852817947,22.97290742817123,0.25883117399740196
lightgbm,3,overall,all,9311,48.746398388160394,29.817723173752956,0.7190749026889169,26.007566062888472,-7.844989876072961,60.40721282062346,0.1930367896146663
lightgbm,3,season,monsoon (wet),3068,27.239629778315436,16.387144346458747,0.4807100507217418,31.176651735965443,-6.131623898862973,32.639990349463,0.16545227229935167
lightgbm,3,season,dry,6243,56.38540380445903,36.41791792661835,0.6231865271591792,23.467320212335828,-8.686990007112563,70.1335982835701,0.19602864840219947
lightgbm,3,pollution,observed > 65 ug/m3,6189,58.21997174306377,38.52933600548465,0.5456774130030857,24.565621316566983,-14.74240763475774,71.45869300022024,0.18526397141234674
lightgbm,3,pollution,observed <= 65 ug/m3,3122,19.166533647805952,12.547969228978005,-0.5406316395298669,28.866052941486707,5.828334437988567,27.569509149082297,0.3047923507029886
lightgbm,3,pollution,observed > 35 ug/m3,8138,51.73317516752945,32.5979657073693,0.6675756115700482,24.629140450200126,-10.108373104181556,64.02286989237007,0.19195788544782555
lightgbm,3,pollution,observed <= 35 ug/m3,1173,17.149865367181814,10.529049909840174,-3.7612314477849633,35.57076097853871,7.8578342589208585,22.97290742817123,0.25347431879034743
gru_h128_l1,3,overall,all,9311,49.319914519863936,29.89013925287699,0.712425678775779,26.075495866760477,-6.1729972413189875,60.40721282062346,0.1835426231910875
gru_h128_l1,3,season,monsoon (wet),3068,27.030866653235485,16.224970431467067,0.48863917270811397,31.128141048742958,-5.893626596895042,32.639990349463,0.17184820326761507
gru_h128_l1,3,season,dry,6243,57.17310077902162,36.60561866086765,0.6125849159180181,23.59247241356133,-6.310288469429297,70.1335982835701,0.18479727009222457
gru_h128_l1,3,pollution,observed > 65 ug/m3,6189,58.824894467078764,38.40142101780357,0.5361872730589865,24.2973809780268,-12.502828185404576,71.45869300022024,0.17679862313046413
gru_h128_l1,3,pollution,observed <= 65 ug/m3,3122,19.867917897466846,13.017518226890244,-0.6554511660318341,29.600400750287925,6.375152570643126,27.569509149082297,0.2793517726401673
gru_h128_l1,3,pollution,observed > 35 ug/m3,8138,52.341224709473366,32.68018773500423,0.6597153410948133,24.67723545288866,-8.216512658511892,64.02286989237007,0.18246050516846424
gru_h128_l1,3,pollution,observed <= 35 ug/m3,1173,17.364335692231293,10.53343460875808,-3.881060713512001,35.77629999982854,8.004435380263153,22.97290742817123,0.24413852506375633
persistence,6,overall,all,9277,82.67135656366307,53.1087636089253,0.19122902808011144,42.511891178507284,0.08127627465775573,82.67135656366307,0.0
persistence,6,season,monsoon (wet),3048,37.9777398884415,23.916338582677167,-0.004322849209230206,42.34618119828628,0.04888451443569554,37.9777398884415,0.0
persistence,6,season,dry,6229,97.32989532842825,67.39332156044308,-0.12386328835285898,42.592977070257746,0.09712634451757907,97.32989532842825,0.0
persistence,6,pollution,observed > 65 ug/m3,6171,96.68567753204954,67.66585642521471,-0.2549464329786737,42.053143608918056,-7.755631178091071,96.68567753204954,0.0
persistence,6,pollution,observed <= 65 ug/m3,3106,42.90220088705234,24.186735350933677,-6.695880402374613,43.42333073160941,15.65164198325821,42.90220088705234,0.0
persistence,6,pollution,observed > 35 ug/m3,8109,87.2195857314082,57.87544703415958,0.05382366163908903,41.29048632921309,-2.140584535701073,87.2195857314082,0.0
persistence,6,pollution,observed <= 35 ug/m3,1168,38.34002075874271,20.01541095890411,-22.740238727478776,50.99166166046505,15.506849315068493,38.34002075874271,0.0
seasonal_naive,6,overall,all,9277,73.20283653308965,44.8667672739032,0.36588029797781974,37.91596127615591,-0.29934245984693325,82.67135656366307,0.11453205105303854
seasonal_naive,6,season,monsoon (wet),3048,40.407264783007705,26.351377952755904,-0.13693076647892588,47.85541906035582,-0.19980314960629922,37.9777398884415,-0.06397234015775721
seasonal_naive,6,season,dry,6229,84.74569060297168,53.92679402793386,0.14796738662059916,33.052344752437605,-0.3480494461390271,97.32989532842825,0.12929434150722818
seasonal_naive,6,pollution,observed > 65 ug/m3,6171,86.12123595519382,56.59212445308702,0.004316279509593346,34.82453003351713,-6.506238859180035,96.68567753204954,0.10926583798674627
seasonal_naive,6,pollution,observed <= 65 ug/m3,3106,35.628642875845,21.570830650354154,-4.307594382904252,44.05801607278308,12.032517707662588,42.90220088705234,0.1695381090204735
