model,window,horizon_h,seed,n_params,rmse,mae,r2,smape,bias,n,skill_vs_persistence
gru_h64_l1,48,6,31415,16193,56.40597985244278,35.42320126129101,0.6234993562737889,30.5511755965962,-7.287885882238926,9277,0.3177083067579035
gru_h64_l1,48,12,42,16193,59.70386515069729,37.60323527288985,0.5783101516662245,32.62600576185326,-9.666603912748046,9212,0.3948202466579406
gru_h64_l1,48,12,1337,16193,60.533536558930784,37.5697643024232,0.5665087400759189,32.645536259313786,-14.080325946084901,9212,0.3864104002112765
gru_h64_l1,48,12,2024,16193,59.57242567055214,37.3462135544392,0.580164828334618,32.49690829013849,-8.347731290584452,9212,0.39615256428884893
gru_h64_l1,48,12,7,16193,59.36298324184965,36.73132096885598,0.5831117194270325,31.68210642586472,-12.551574207329939,9212,0.39827554773425256
gru_h64_l1,48,12,31415,16193,59.06023317024229,36.85387669954036,0.5873531206537201,31.822136624330255,-9.139711257370521,9212,0.40134433085569987
gru_h64_l1,48,24,42,16193,57.35268541551684,36.23936277553692,0.6134411476698864,31.913302371583413,-5.839923571794137,9083,0.22248840046776075
gru_h64_l1,48,24,1337,16193,57.392509910521454,36.35406461555456,0.6129041246592313,31.820336380647753,-5.00781257867158,9083,0.2219485128132025
gru_h64_l1,48,24,2024,16193,58.46997873375382,36.22108595525038,0.5982332612660352,32.03897917838949,-11.44108551640615,9083,0.20734162035249026
gru_h64_l1,48,24,7,16193,58.02100537911571,36.887314210130455,0.6043796636656564,32.42530484889624,-4.837876177367772,9083,0.21342820528888784
gru_h64_l1,48,24,31415,16193,58.57958565147664,36.76161340283318,0.5967255580028943,32.184837112833065,-6.840584815531477,9083,0.2058557152148136
gru_h64_l1,168,1,42,16193,35.0318839164926,19.59511934409342,0.8548969433291573,17.809468473735695,-2.5524419594359258,9334,0.04236309735673072
gru_h64_l1,168,1,1337,16193,35.40173294027822,19.644313486284375,0.8518169197428513,17.765494849915502,-3.883865420078788,9334,0.03225284823544505
gru_h64_l1,168,1,2024,16193,35.71724779445245,19.689181400478176,0.8491638118656627,17.78380564018795,-5.046699461711252,9334,0.02362788623198575
gru_h64_l1,168,1,7,16193,35.75988372848473,19.75512802452491,0.8488034884614477,17.81153269229633,-5.129590499597991,9334,0.02246238385976662
gru_h64_l1,168,1,31415,16193,35.04748037087394,19.5175217441245,0.8547677126556207,17.758030959816896,-3.662619320586536,9334,0.04193675030952171
gru_h64_l1,168,3,42,16193,50.273518174829604,30.454329181068584,0.7011976354082126,26.51707277388937,-10.195685585807531,9311,0.167756368364245
gru_h64_l1,168,3,1337,16193,48.544548064162186,30.134056937247276,0.7213966093749284,26.529889023404817,-2.8737547997116,9311,0.1963782833630634
gru_h64_l1,168,3,2024,16193,48.89828952050615,30.13595408087933,0.717321480434191,26.353129154888595,-4.871212927813305,9311,0.19052233603779312
gru_h64_l1,168,3,7,16193,51.43633465871896,30.89705879876356,0.6872153012001296,26.665362198583924,-13.081023319889367,9311,0.1485067385668516
gru_h64_l1,168,3,31415,16193,49.86100335614581,30.370872014475925,0.7060811091195458,26.579867065562773,-7.99841753949667,9311,0.17458526841478605
gru_h64_l1,168,6,42,16193,57.79584765177904,35.98158677045051,0.6047164853447667,31.343512727226617,-11.675173507876005,9277,0.3008963436172484
gru_h64_l1,168,6,1337,16193,57.02643675024098,36.00031887963428,0.6151709053907988,31.223382903149705,-8.169839038664742,9277,0.31020320555250114
gru_h64_l1,168,6,2024,16193,56.48266095030377,36.31436544843529,0.622474993014156,31.11938134514641,0.45544622820085007,9277,0.3167807654540187
gru_h64_l1,168,6,7,16193,56.898477577462295,35.73952053546211,0.6168959707795121,30.81417530011286,-8.440733689631541,9277,0.31175101096053437
gru_h64_l1,168,6,31415,16193,57.81224660374074,35.91356555359636,0.6044921386048581,30.933532660239127,-11.309912029444492,9277,0.3006979804520199
gru_h64_l1,168,12,42,16193,59.39768030895731,37.57489325237685,0.5826242429855675,32.67737039850605,-7.961699121395303,9212,0.3979238458392259
gru_h64_l1,168,12,1337,16193,60.3130738285941,37.44659598867033,0.5696605346659623,32.58700333190564,-13.600623112604145,9212,0.38864508937971654
gru_h64_l1,168,12,2024,16193,61.53842224675545,37.88751730986673,0.5519969554292372,32.723588135676984,-16.673839579809783,9212,0.3762245190935345
gru_h64_l1,168,12,7,16193,59.13529374555957,36.56042250321801,0.5863035753721046,31.646051920585883,-12.45002604351016,9212,0.4005834899898436
gru_h64_l1,168,12,31415,16193,59.84475409345511,37.12742844188066,0.5763175993854235,32.134064530006526,-11.919545950539204,9212,0.3933921458907358
gru_h64_l1,168,24,42,16193,59.70333436966433,37.19174173138814,0.5811048989010901,32.898086847028445,-14.90082734697219,9083,0.19062142135358795
gru_h64_l1,168,24,1337,16193,57.73694549414873,36.78173286314199,0.6082439459611394,32.400871307927105,-6.956816110781776,9083,0.21727911225032304
gru_h64_l1,168,24,2024,16193,59.24249630255366,36.8355768676423,0.5875466757758896,32.2731926484794,-12.174556482961151,9083,0.19686885231673545
gru_h64_l1,168,24,7,16193,58.28057521638206,37.012158481492875,0.6008319549911807,32.44407654148455,-6.132487464619134,9083,0.20990930189489465
gru_h64_l1,168,24,31415,16193,58.060039927077355,36.74356904307248,0.6038471649401809,32.12400663944257,-6.688097415752686,9083,0.2128990266880464
gru_h64_l2,24,1,42,41153,33.91438900787822,19.520371149894007,0.8640066820774015,17.93874334929544,0.34188007738942194,9334,0.07291110800771605
gru_h64_l2,24,1,1337,41153,34.01727650364976,19.382444597949483,0.8631802932549816,17.579907075583932,-1.6584478378860925,9334,0.07009855978717938
gru_h64_l2,24,1,2024,41153,33.19801886632006,19.199953910048237,0.8696911506778142,17.517185366357452,-0.7615013243039754,9334,0.09249391106630078
gru_h64_l2,24,1,7,41153,34.150841826537636,19.39351059245414,0.8621037670658993,17.73490390139086,-4.80282251122178,9334,0.06644739782238773
gru_h64_l2,24,1,31415,41153,34.144787626401595,19.442665480638993,0.8621526547270555,17.684089293437445,-3.180500279627723,9334,0.06661289635738177
gru_h64_l2,24,3,42,41153,47.95083429721639,30.563381051112273,0.7281697348892466,26.67752052461373,2.3116760176766085,9311,0.20620680779289935
gru_h64_l2,24,3,1337,41153,48.735945684802566,29.84333804598793,0.7191953674607016,26.169474083819328,-5.955600795457397,9311,0.19320982695358258
gru_h64_l2,24,3,2024,41153,48.69068869471722,30.003881464131364,0.7197166447927326,26.455271515119133,-5.026135158713678,9311,0.19395902540145227
gru_h64_l2,24,3,7,41153,48.30481963691904,29.429225079142764,0.724141479489926,25.84658569859495,-6.020989392510068,9311,0.20034682314580443
gru_h64_l2,24,3,31415,41153,49.48525020999186,30.13573119143759,0.710494369919477,26.56565454500032,-8.017272846771114,9311,0.18080560417617475
gru_h64_l2,24,6,42,41153,58.30953358310661,36.36390671419654,0.5976587487212672,31.28389001125717,-11.745021974407441,9277,0.294682753412859
gru_h64_l2,24,6,1337,41153,55.52045432089674,35.497650081895934,0.6352280374918228,30.882166272868687,-2.9841538728009946,9277,0.3284197014700989
gru_h64_l2,24,6,2024,41153,56.419159118612384,35.41859739342777,0.6233233968490622,31.051866221644715,-8.924175760163353,9277,0.31754888919519
gru_h64_l2,24,6,7,41153,55.766410548501234,34.70717508543363,0.631988991174246,29.97983153531818,-7.85316231764189,9277,0.3254445933089659
gru_h64_l2,24,6,31415,41153,56.406609509710854,34.968189453710586,0.6234909505093451,30.5565791074763,-11.465678069809066,9277,0.31770069036821014
gru_h64_l2,24,12,42,41153,59.61862611315325,37.10432381242938,0.5795133829089112,32.21084868410873,-13.378284444315774,9212,0.3956842600611903
gru_h64_l2,24,12,1337,41153,57.96328939234895,36.42409952089242,0.6025392042592363,32.29347406634613,-6.550235257419866,9212,0.41246334573455234
gru_h64_l2,24,12,2024,41153,61.49884454870959,37.877686965789145,0.5525730256909465,33.031410336356274,-19.43533183367631,9212,0.3766256928111956
gru_h64_l2,24,12,7,41153,59.00236966926747,36.52491160001539,0.5881612954657183,32.2016150046043,-12.617186585795194,9212,0.4019308560188374
gru_h64_l2,24,12,31415,41153,59.74563165671269,37.39177773530317,0.5777199496061991,32.4780248669039,-13.209128592177269,9212,0.3943968863990267
gru_h64_l2,24,24,42,41153,58.54426845651348,38.38818014551632,0.5972116737231812,33.39413247343972,0.34051524232662567,9083,0.20633449887677913
gru_h64_l2,24,24,1337,41153,57.951830600061164,37.37495630723756,0.6053224475844919,32.95031111321047,-2.948445549730732,9083,0.21436598514558192
gru_h64_l2,24,24,2024,41153,59.57533140732607,37.046447924203086,0.5828991817302724,32.40173193775742,-12.924325372588523,9083,0.19235671565186607
gru_h64_l2,24,24,7,41153,58.195600325624454,36.69997682253292,0.6019951052594857,32.35443487284914,-8.409743756667487,9083,0.21106127869867208
gru_h64_l2,24,24,31415,41153,61.05160917225194,37.66913776999505,0.5619715299817469,33.28545278072495,-18.631943726222318,9083,0.17234330079525584
gru_h64_l2,48,1,42,41153,37.35582126580974,20.546412011527057,0.8350067593735008,18.12923961547147,-9.044950873476505,9334,-0.021164407200034985
gru_h64_l2,48,1,1337,41153,35.281578786268405,19.715286696403986,0.852821085145754,17.95319089375757,-6.532915062269792,9334,0.035537400449650036
gru_h64_l2,48,1,2024,41153,34.534417847663796,19.7381984734434,0.8589887203122504,17.950551316506772,-2.8375723224379485,9334,0.05596190541566759
gru_h64_l2,48,1,7,41153,34.2447225785105,19.288963915117385,0.8613445707843275,17.675178819354958,-3.351034692001792,9334,0.06388105931911392
gru_h64_l2,48,1,31415,41153,34.17754570207017,19.461159299162542,0.861888029863791,17.663623230084337,-3.0512508071254643,9334,0.06571741662256114
gru_h64_l2,48,3,42,41153,48.91432325672781,31.10557646488846,0.7171360696172522,26.907997820314332,2.705074376061135,9311,0.19025690852553112
gru_h64_l2,48,3,1337,41153,49.47945048565647,30.10256698817207,0.7105622266827546,26.22476658376891,-7.047936565261509,9311,0.18090161463692245
gru_h64_l2,48,3,2024,41153,49.17153923354412,30.15612207697106,0.7141533678656203,26.379495429526006,-5.168065074217804,9311,0.18599887434706142
gru_h64_l2,48,3,7,41153,48.551334768347296,29.815415704167606,0.7213187043972196,26.125076257271058,-4.488041408950607,9311,0.19626593412746363
gru_h64_l2,48,3,31415,41153,50.534116685459765,30.583196334927973,0.6980918544156274,26.728526736434905,-9.662724229474849,9311,0.16344233865716362
gru_h64_l2,48,6,42,41153,58.59593505599724,36.5897602333461,0.5936966480923531,31.296737777092744,-10.029040957729043,9277,0.29121841600755605
gru_h64_l2,48,6,1337,41153,56.47642521463241,36.08082027174639,0.6225583466013767,31.21204675674265,-3.7020481997866947,9277,0.316856193461137
gru_h64_l2,48,6,2024,41153,58.59636359633978,36.35402313681659,0.5936907050857558,31.49877791809684,-13.228533127622583,9277,0.29121323234588226
gru_h64_l2,48,6,7,41153,57.17947007078353,35.48201997424943,0.6131027174786777,30.542120166163123,-10.16433738847929,9277,0.3083521010478266
gru_h64_l2,48,6,31415,41153,58.147348674651525,36.37175811856802,0.5998938181913791,31.685734493015154,-13.908270706074742,9277,0.29664455632981224
gru_h64_l2,48,12,42,41153,60.14316085819031,37.216288362293454,0.5720818093789584,32.128292536616826,-14.671800745209653,9212,0.3903673880828078
gru_h64_l2,48,12,1337,41153,58.28559283759676,36.487214414043564,0.5981067732529738,32.156733155599646,-6.552216338314825,9212,0.40919636261705994
gru_h64_l2,48,12,2024,41153,60.50756278527135,37.462115038946045,0.5668806657525585,32.4712604382417,-15.033358850596803,9212,0.3866736796806526
gru_h64_l2,48,12,7,41153,58.73745867075509,36.53946273606212,0.5918511703339897,32.08339351561601,-10.869414099422281,9212,0.40461608874761734
gru_h64_l2,48,12,31415,41153,59.53853891272107,37.16752501625553,0.5806423246352931,32.31146903533851,-12.155903663230955,9212,0.3964960525989274
gru_h64_l2,48,24,42,41153,57.95933231753109,37.358311963299776,0.6052202609549864,32.75083773790427,-2.0616467215582905,9083,0.21426428681520693
gru_h64_l2,48,24,1337,41153,58.29495631776928,36.83339036286736,0.6006349361953323,32.57528431374631,-8.330205099257734,9083,0.20971434200658945
gru_h64_l2,48,24,2024,41153,59.89916745531797,37.07226078856311,0.5783523538287444,32.4098843910683,-14.552112630753738,9083,0.18796657625671476
gru_h64_l2,48,24,7,41153,58.49451701760133,36.81407532415547,0.597895969028269,32.33184463378407,-7.386387915990353,9083,0.20700896286338
gru_h64_l2,48,24,31415,41153,60.21491115177908,37.2954824893429,0.5738954146129451,33.23537222087345,-14.39859730658888,9083,0.18368614222474045
gru_h64_l2,168,1,42,41153,33.95853575247709,19.525300979314046,0.8636524035562874,18.034605586393347,-0.6277853613999815,9334,0.07170430588824628
gru_h64_l2,168,1,1337,41153,34.79772337289989,19.60144002749867,0.8568302595389001,17.947008289271878,-4.760435993641018,9334,0.04876414556247166
gru_h64_l2,168,1,2024,41153,34.620814895551014,19.60554511812172,0.8582822831691217,17.93746468243107,-3.630428828859971,9334,0.05360014258460022
gru_h64_l2,168,1,7,41153,34.53958546693445,19.610991776386637,0.8589465162056621,17.93348040725344,-5.304231315489768,9334,0.055820642589946234
gru_h64_l2,168,1,31415,41153,36.795121051474794,20.125334559798997,0.8399225906857858,17.928685259922077,-7.1402854302482694,9334,-0.0058370209296567666
gru_h64_l2,168,3,42,41153,48.90779882787245,31.137313827306066,0.7172115241010966,26.98072896171302,1.995411129226043,9311,0.19036491597283278
gru_h64_l2,168,3,1337,41153,49.543316231832485,30.405371268174157,0.7098145591533148,26.574848120453915,-6.7627675190979595,9311,0.17984436098799705
gru_h64_l2,168,3,2024,41153,49.147939156627054,30.488383070505172,0.7144276884878559,26.711753503266827,-3.1476334575183804,9311,0.18638955744292185
gru_h64_l2,168,3,7,41153,49.13493305216897,30.148359166653044,0.7145788114823172,26.38846769073386,-5.897944484524861,9311,0.18660486458673442
gru_h64_l2,168,3,31415,41153,51.02092157428558,30.90495247180988,0.6922471590753041,27.08081003080452,-11.000688316122446,9311,0.15538361742015894
gru_h64_l2,168,6,42,41153,59.28912546111724,36.98994223249805,0.5840266421555433,31.64875381568383,-10.677085704465014,9277,0.28283352390062433
gru_h64_l2,168,6,1337,41153,57.98469959630136,36.15033947409471,0.6021290322475099,31.275944201194108,-10.203462276188786,9277,0.2986119738866405
gru_h64_l2,168,6,2024,41153,59.60119532163346,36.99698999418786,0.5796361444667003,32.016265904891355,-15.564144477746744,9277,0.2790586994210489
gru_h64_l2,168,6,7,41153,57.302596698490646,35.73633593362089,0.61143468357657,30.735160487847935,-8.905135624859533,9277,0.3068627505300049
gru_h64_l2,168,6,31415,41153,58.32970317953118,36.52396117708095,0.5973803563662914,31.565162428804406,-11.338613192563987,9277,0.2944387802005767
gru_h64_l2,168,12,42,41153,59.85172123821547,36.979508021503655,0.5762189431710152,31.862650207500597,-13.650449599246913,9212,0.39332152441695134
gru_h64_l2,168,12,1337,41153,58.977147073551535,36.48018179459149,0.5885133294916502,32.1636817743615,-10.008299588729644,9212,0.40218652127962895
gru_h64_l2,168,12,2024,41153,62.362434335466666,38.289714510268524,0.5399189243563121,33.19003643060622,-20.09980869782662,9212,0.36787203753579234
gru_h64_l2,168,12,7,41153,60.31123501087747,37.11376915503419,0.5696867745413332,32.47053105284959,-15.368150827155858,9212,0.3886637282944566
gru_h64_l2,168,12,31415,41153,59.525786356231855,37.28633431447141,0.5808219497927323,32.51891104945258,-12.005537846286849,9212,0.39662531707738535
gru_h64_l2,168,24,42,41153,58.114219563427405,38.34943358426878,0.6031074675155375,33.53164525159008,1.590431428369466,9083,0.2121645310769794
gru_h64_l2,168,24,1337,41153,58.97253750987577,36.99412902892456,0.5912970818723442,32.86634983791884,-11.648388304694645,9083,0.2005285953816346
gru_h64_l2,168,24,2024,41153,59.30619997260697,36.94704810491391,0.5866591737694579,32.23977806459112,-11.911017619005875,9083,0.19600524249549733
gru_h64_l2,168,24,7,41153,57.82173474713847,37.107357476711535,0.6070924789762107,32.55462515390655,-3.756041131720107,9083,0.21612965207705348
gru_h64_l2,168,24,31415,41153,61.31691656419367,37.95979277508868,0.5581562432153471,33.55759160575519,-18.85150898179585,9083,0.16874661524894097
gru_h128_l1,24,1,42,56961,33.65939972455918,19.158449646948444,0.8660439576267429,17.60878499416815,-1.350811273380689,9334,0.07988153380802288
gru_h128_l1,24,1,1337,56961,34.21628994791437,19.14105416104125,0.8615747202312695,17.643868545284676,-4.856954209646134,9334,0.06465829803008316
gru_h128_l1,24,1,2024,56961,34.596812424052985,19.367455699376553,0.8584787196955279,17.667508421665097,-4.313255083191319,9334,0.05425627779319908
gru_h128_l1,24,1,7,56961,34.230891560149715,19.33397933653055,0.8614565505795236,17.687250889452912,-1.9139945669176726,9334,0.06425914613896633
gru_h128_l1,24,1,31415,56961,33.591965684827144,19.144810973063503,0.8665801613913345,17.626836839366018,-2.056201811113843,9334,0.08172492096629413
gru_h128_l1,24,3,42,56961,48.42125573749756,29.37142007050264,0.7228099932203376,25.932167914392352,-6.4893069313489935,9311,0.19841930331594115
gru_h128_l1,24,3,1337,56961,49.15840903201511,29.84628974042657,0.714306005868659,26.608715217618574,-12.211387860270426,9311,0.18621623583281643
gru_h128_l1,24,3,2024,56961,47.62056146790481,29.350916425148313,0.7319014308160776,26.089804609882123,-4.284855601294126,9311,0.2116742480850432
gru_h128_l1,24,3,7,56961,47.44889092348903,29.424527721339025,0.7338309195614996,26.139951227794644,-4.81996110273188,9311,0.2145161362702429
gru_h128_l1,24,3,31415,56961,47.78024737481461,30.16017361695932,0.7301003876619412,26.524688275567165,0.10636741468301768,9311,0.20903075735846421
gru_h128_l1,24,6,42,56961,55.69055693055746,34.624963550685216,0.6329894493777732,30.32002011411453,-11.155935166587517,9277,0.3263621253429946
gru_h128_l1,24,6,1337,56961,57.66844952074183,35.90836239081245,0.6064571944475216,31.10254623617917,-14.683366025096092,9277,0.30243736261503273
gru_h128_l1,24,6,2024,56961,54.83098653854095,34.61742082618009,0.6442314554699419,30.320792652362314,-5.333854675843393,9277,0.3367595644046675
gru_h128_l1,24,6,7,56961,54.91142474097581,35.65864537691056,0.6431868500319774,30.971023433695283,1.0559152594247863,9277,0.33578657683341695
gru_h128_l1,24,6,31415,56961,55.11009864442514,35.46479076426361,0.6406002224404816,31.07105593263363,-1.2490118398078853,9277,0.3333833998237795
gru_h128_l1,24,12,42,56961,58.37872783212759,37.4023194286701,0.5968213705744936,32.61269182136057,-5.01765503529716,9212,0.4082523129667498
gru_h128_l1,24,12,1337,56961,57.72959860594477,36.88781579405347,0.6057376317015968,32.11539377514276,-2.803691765729281,9212,0.41483211921542196
gru_h128_l1,24,12,2024,56961,58.1010239175503,37.372212047950086,0.6006480377290075,32.28626015492365,-3.3116938949953405,9212,0.4110672192730971
gru_h128_l1,24,12,7,56961,59.22946598654864,38.99276306770342,0.5849849131123326,33.019507287606274,4.261041476513078,9212,0.39962892643806036
gru_h128_l1,24,12,31415,56961,58.934048588799556,38.21155857299869,0.5891145105595148,32.64264334746072,-2.623841744368404,9212,0.402623382951914
gru_h128_l1,24,24,42,56961,59.04294729911366,36.62921993126186,0.5903205641103729,32.27538142173222,-15.146036316980231,9083,0.1995740728957831
gru_h128_l1,24,24,1337,56961,58.30742685126124,36.811641668845944,0.6004640525232626,32.51296601080747,-9.256718814067627,9083,0.20954528306240738
gru_h128_l1,24,24,2024,56961,59.281998413377515,36.58930245256317,0.5869964555845014,32.40762305000557,-16.083528535182804,9083,0.19633333511908313
gru_h128_l1,24,24,7,56961,57.92620216985163,36.45868691430284,0.6056714522456971,32.12204280751653,-8.900829106774722,9083,0.21471342139240024
gru_h128_l1,24,24,31415,56961,56.97872648176424,36.22286607335173,0.6184657024736178,31.92713270572479,-4.946583826732605,9083,0.2275580394329606
gru_h128_l1,48,1,42,56961,33.74482431685621,19.41489003795466,0.8653631575387795,17.94880867113254,-1.0491354240982729,9334,0.07754635417075595
gru_h128_l1,48,1,1337,56961,33.840782524135456,19.434760066398436,0.8645963508043919,17.999828338287017,-2.1906060062718193,9334,0.07492322603350965
gru_h128_l1,48,1,2024,56961,35.028236198422,19.501388389177517,0.85492715965932,17.796560916216592,-4.674016131094609,9334,0.04246281193226353
gru_h128_l1,48,1,7,56961,33.28737372139309,19.140558299248006,0.8689887353705067,17.695645036878123,-1.3647780391429645,9334,0.09005129316849525
gru_h128_l1,48,1,31415,56961,33.84695206221251,19.366124630418962,0.8645469752252027,17.905804385692058,-1.5599014046294424,9334,0.07475457460303192
gru_h128_l1,48,3,42,56961,48.818024096400954,30.058678505257806,0.7182487394237337,26.467801755497504,-8.030591465074071,9311,0.19185107511310096
gru_h128_l1,48,3,1337,56961,49.56974816527301,30.260048497749562,0.7095048419643321,26.543665472942152,-8.040362381843334,9311,0.1794067984485862
gru_h128_l1,48,3,2024,56961,48.91648736209204,29.99100354155745,0.7171110396935048,26.469016473960604,-6.812292326862863,9311,0.19022108324468823
gru_h128_l1,48,3,7,56961,47.570270130185285,30.095210715758537,0.732467401298446,26.458773981674018,0.4032265499677607,9311,0.21250678670702627
gru_h128_l1,48,3,31415,56961,48.997582360730156,31.55323811691453,0.7161723011586505,27.292153411330666,3.954532641715494,9311,0.18887861113164905
gru_h128_l1,48,6,42,56961,56.06293996452483,35.33314292386539,0.6280649006989052,30.512851486364866,-5.980842353182323,9277,0.3218577474127666
gru_h128_l1,48,6,1337,56961,57.91570501473857,36.22926363538636,0.6030753028852507,31.03885829924693,-10.872298388711753,9277,0.2994465384133477
gru_h128_l1,48,6,2024,56961,56.05671001909597,35.62532256242237,0.628147558034691,30.783505532534754,-5.5794912584041665,9277,0.3219331053806024
gru_h128_l1,48,6,7,56961,56.679555163634646,35.64061237680354,0.6198383591629308,30.696288225909274,-6.826698250635291,9277,0.31439911573257917
gru_h128_l1,48,6,31415,56961,57.982462530781,36.422159173734755,0.6021597315961401,31.35294983610864,-12.300525506225435,9277,0.29863903362792643
gru_h128_l1,48,12,42,56961,58.93857298897613,36.632483762222286,0.5890514203159585,32.175567556219114,-11.332582990911284,9212,0.40257752201182306
gru_h128_l1,48,12,1337,56961,59.70503643714952,38.83422653413239,0.5782936058546567,33.027521916355646,1.6950980305929748,9212,0.3948083740790972
gru_h128_l1,48,12,2024,56961,59.0999370003185,37.19496765105474,0.586798122214359,32.25552786485244,-8.802043521248466,9212,0.4009418786186193
gru_h128_l1,48,12,7,56961,58.61198133626557,37.774754226607456,0.5935931158073596,32.74942376667036,-2.7893160858612847,9212,0.4058879719354933
gru_h128_l1,48,12,31415,56961,59.837813066187685,38.77298937180437,0.5764158743502972,32.63727950903231,-1.2364354631483299,9212,0.3934625026282609
gru_h128_l1,48,24,42,56961,59.99692061955045,36.90619821242354,0.5769750049951967,32.40570850070002,-17.283271299596922,9083,0.18664136857845015
gru_h128_l1,48,24,1337,56961,59.29808052972992,37.14526817146792,0.5867723446518285,33.15859383105323,-13.156328495710605,9083,0.1961153151271955
gru_h128_l1,48,24,2024,56961,61.93554152881146,38.15683973104932,0.5491957660096793,33.36331352218592,-20.05542106798156,9083,0.1603601189189814
gru_h128_l1,48,24,7,56961,59.57251981425744,36.65849567352646,0.5829385500415951,32.231997409024146,-14.059728804042285,9083,0.1923948314995929
gru_h128_l1,48,24,31415,56961,57.68487778744399,36.43666926249866,0.6089502057629964,31.995960255158444,-5.854884202371079,9083,0.21798497712187492
gru_h128_l1,168,1,42,56961,33.62027406003436,19.2851552161639,0.8663551974635231,17.752361110620857,-1.317744039379075,9334,0.08095107891951969
gru_h128_l1,168,1,1337,56961,33.69749697421135,19.59337927596149,0.865740550855563,18.11832100927198,-1.003511780260714,9334,0.07884010160177624
gru_h128_l1,168,1,2024,56961,35.39276532119439,19.8050250416854,0.851891982797822,18.015836637476053,-5.664608491379866,9334,0.03249798843355711
gru_h128_l1,168,1,7,56961,34.199593004623274,19.6208535348819,0.8617097854366589,17.933648132944143,-1.031379557553285,9334,0.0651147282093738
gru_h128_l1,168,1,31415,56961,34.58964649686326,19.592814331252455,0.8585373393250564,18.03341884988717,-4.7814467250012855,9334,0.054452166667885105
gru_h128_l1,168,3,42,56961,49.89635231368338,30.506508276184697,0.7056642138069038,26.8206833332746,-11.461749838573324,9311,0.17400009065393585
gru_h128_l1,168,3,1337,56961,50.74484630257294,31.032646719305372,0.6955686624279801,27.341522908073408,-11.427162003483572,9311,0.15995385429787146
gru_h128_l1,168,3,2024,56961,50.906739288318086,30.984017121573572,0.6936230888353514,27.013298638161487,-11.987121926067044,9311,0.15727382689409308
gru_h128_l1,168,3,7,56961,47.975505930381374,30.16352992341355,0.727889939052804,26.89846047917236,-2.798622594593423,9311,0.20579838581789045
gru_h128_l1,168,3,31415,56961,52.27312709428862,31.684269042798906,0.6769554373218012,27.478621887466236,-15.45488044333847,9311,0.13465421340475758
gru_h128_l1,168,6,42,56961,56.86875008400466,35.91512833988111,0.6172961835057401,31.27962052509478,-8.853499428592777,9277,0.3121105973359526
gru_h128_l1,168,6,1337,56961,57.58723383025752,36.60367391657409,0.6075648831292948,31.376737470262196,-8.008739741001929,9277,0.30341975475011007
gru_h128_l1,168,6,2024,56961,58.74120303072633,36.48579231812115,0.5916795788810021,31.592966723300403,-15.927612124249357,9277,0.28946124180880894
gru_h128_l1,168,6,7,56961,56.2331714313209,36.122668075371,0.6258027580580858,30.846114742517,-0.5268257059439618,9277,0.31979861261842013
gru_h128_l1,168,6,31415,56961,56.58641910021696,36.356477084907006,0.6210866988270899,32.06852095685997,-2.9618788284323454,9277,0.31552569774706407
gru_h128_l1,168,12,42,56961,60.51669418364003,38.408796118803934,0.5667499289180162,33.86912133013166,-12.714566798763542,9212,0.386581120557412
gru_h128_l1,168,12,1337,56961,59.69581701562218,37.89842598486361,0.5784238323502415,32.84732229729083,-7.155401696760535,9212,0.3949018254365896
gru_h128_l1,168,12,2024,56961,59.43050398750518,38.59064243561902,0.5821628245285667,33.13865221144987,-1.996076094443981,9212,0.3975911332813833
gru_h128_l1,168,12,7,56961,59.05720429270291,38.869633638134005,0.5873954443882631,33.14748832273949,3.795019667692582,9212,0.4013750326428883
gru_h128_l1,168,12,31415,56961,59.943865983487804,38.59019924458202,0.5749130740722028,32.578904689556616,-2.832005497940708,9212,0.39238751228767077
gru_h128_l1,168,24,42,56961,61.28442689584882,38.14139478616353,0.5586243539659848,34.04228695157602,-20.223416423665245,9083,0.1691870670572575
gru_h128_l1,168,24,1337,56961,58.625222633807944,36.84588860801848,0.5960969636769415,32.76359541912563,-11.327032094281995,9083,0.20523702957048562
gru_h128_l1,168,24,2024,56961,62.09708785476184,38.418655234039015,0.5468410358640285,33.802795851988186,-21.00480650193618,9083,0.15817008821024925
gru_h128_l1,168,24,7,56961,58.01847259348139,37.577008019173725,0.6044142028683948,32.805183121955196,-0.7191448926934054,9083,0.213462541435409
gru_h128_l1,168,24,31415,56961,57.82382657900112,36.491790871154485,0.6070640498278246,32.16110032635194,-8.91614878682938,9083,0.21610129379660503
lstm_h32_l1,24,1,42,6689,34.901095895100326,20.07194597293616,0.855978376230597,18.264602564285536,-6.955666697069283,9334,0.04593833858576368
lstm_h32_l1,24,1,1337,6689,33.37111896350977,19.306549583751682,0.8683287030441786,17.88592825193664,-2.9227463527618953,9334,0.08776202050297421
lstm_h32_l1,24,1,2024,6689,33.54014671140776,19.299294050450946,0.8669914708463331,17.725087187567873,-4.294973800561222,9334,0.08314145229877357
lstm_h32_l1,24,1,7,6689,34.457164746075,19.568865371231073,0.85961889594626,17.824768282438622,-5.451824407230662,9334,0.058073707941087904
lstm_h32_l1,24,1,31415,6689,35.08778923015004,20.092142185290726,0.8544334510047715,18.177005031509495,-7.60019964077434,9334,0.04083486120649038
lstm_h32_l1,24,3,42,6689,49.04501535064277,30.36253082904333,0.7156225061615076,26.701489239799898,-8.811106757343875,9311,0.18809339049825435
