arm,target_coverage,family,model,skill,skill_std,rmse,train_rows,n_gaps,coverage,n_draws
contiguous,0.75,linear,dlinear,0.05488422521366797,0.02389572973931031,103.840473185723,14480.6,187.5,0.75,10
contiguous,0.75,linear,ridge,0.007495982039081783,0.016783688929282867,109.0470496983218,14480.6,187.5,0.75,10
contiguous,0.75,naive,climatology,-0.012850721240827024,0.027802136946586127,111.28255496944362,14480.6,187.5,0.75,10
contiguous,0.75,naive,persistence,0.0,0.0,109.87063802759914,14480.6,187.5,0.75,10
contiguous,0.75,sequence,gru_h64_l2,0.057123185051590294,0.03820776640717517,103.59447723981229,14480.6,187.5,0.75,10
contiguous,0.75,sequence,lstm_h64_l1,0.052607903890298416,0.04175352336678163,104.09057406187745,14480.6,187.5,0.75,10
contiguous,0.75,trees,lightgbm,-0.04306315930033222,0.030584076761272075,114.60201481541078,14480.6,187.5,0.75,10
contiguous,0.75,trees,random_forest,-0.036222256213556,0.025791596332490892,113.85040042858171,14480.6,187.5,0.75,10
contiguous,0.75,trees,xgboost,-0.03130533799246671,0.03401472529944629,113.31017548650111,14480.6,187.5,0.75,10
contiguous,0.82,linear,dlinear,0.054948200548809514,0.030347107950315345,103.83344417483298,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,linear,ridge,0.01279343594578788,0.01341114751536816,108.46501505767021,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,naive,climatology,0.0062735626806294745,0.013069372604599373,109.18135769317226,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,naive,persistence,0.0,0.0,109.87063802759914,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,sequence,gru_h64_l2,0.06530734741140522,0.021230317334437383,102.69527809961797,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,sequence,lstm_h64_l1,0.025122449035686428,0.041351067617100126,107.11041852323244,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,trees,lightgbm,-0.03308894431402067,0.025815881144908914,113.50614145104029,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,trees,random_forest,-0.02961414316083103,0.018449165448299425,113.12436283132031,16013.6,202.7,0.8199906052878807,10
contiguous,0.82,trees,xgboost,-0.01364962336861546,0.03304008578858971,111.37033085594535,16013.6,202.7,0.8199906052878807,10
contiguous,0.85,linear,dlinear,0.06025490270066412,0.0306892886675601,103.25039342358627,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,linear,ridge,0.016516919661145622,0.012076259969336839,108.05591352617849,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,naive,climatology,0.010661703931128341,0.01571944069481112,108.69922981422471,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,naive,persistence,0.0,0.0,109.87063802759914,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,sequence,gru_h64_l2,0.06389004884525565,0.036012961139404276,102.85099759735643,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,sequence,lstm_h64_l1,0.0458048199547192,0.04425928363166218,104.83803323443485,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,trees,lightgbm,-0.030186783036361263,0.021132054796070488,113.18727913980486,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,trees,random_forest,-0.022991718139677597,0.018276262858393698,112.39675276895625,16687.7,207.7,0.8499865789826868,10
contiguous,0.85,trees,xgboost,-0.006500842310203536,0.02840000834101401,110.58488971993802,16687.7,207.7,0.8499865789826868,10
contiguous,0.9,linear,dlinear,0.06169879936116494,0.03837742225669011,103.09175157625114,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,linear,ridge,0.0190029345852988,0.006681983044866893,107.78277348031563,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,naive,climatology,0.011863776944988547,0.008926756839120134,108.56715728523614,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,naive,persistence,0.0,0.0,109.87063802759914,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,sequence,gru_h64_l2,0.06112989659416529,0.03804632100370874,103.15425728623704,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,sequence,lstm_h64_l1,0.06638367291720723,0.012758326889324871,102.57702152957013,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,trees,lightgbm,-0.02625829598638745,0.013789740946479393,112.75565376114108,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,trees,random_forest,-0.021370862839120396,0.011353770695748529,112.21866836293361,17823.6,214.9,0.9000134210173132,10
contiguous,0.9,trees,xgboost,0.0032590079852319207,0.015119021445187706,109.51256874092466,17823.6,214.9,0.9000134210173132,10
contiguous,0.95,linear,dlinear,0.07923885767679548,0.02221013071057221,101.1646141780715,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,linear,ridge,0.020787570423085412,0.003289143936447194,107.58669440217109,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,naive,climatology,0.011764868539811313,0.0064576629323383275,108.57802441481924,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,naive,persistence,0.0,0.0,109.87063802759914,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,sequence,gru_h64_l2,0.08011392320822011,0.01421008163368712,101.06847016981791,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,sequence,lstm_h64_l1,0.07852360467168724,0.008624595447159187,101.2431994820939,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,trees,lightgbm,-0.02319646213221318,0.009655093700196416,112.41924812204846,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,trees,random_forest,-0.015381440636416999,0.008343527888121588,111.56060672410592,18941.9,222.5,0.9500067105086567,10
contiguous,0.95,trees,xgboost,0.012561169973847496,0.007592902253583731,108.4905342681994,18941.9,222.5,0.9500067105086567,10
contiguous,1.0,linear,dlinear,0.05823369752187261,0.0,103.47246452616479,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,linear,ridge,0.016735362666289166,0.0,108.03191305383069,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,naive,climatology,0.01486235692014748,0.0,108.23770139018863,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,naive,persistence,0.0,0.0,109.87063802759914,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,sequence,gru_h64_l2,0.07553143582361492,0.0,101.57195098251792,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,sequence,lstm_h64_l1,0.061969486421484254,0.0,103.06201101622803,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,trees,lightgbm,-0.024391644284384784,0.0,112.55056354766674,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,trees,random_forest,-0.017116373360487547,0.0,111.75122488943451,20655.0,218.0,0.9766809824184673,1
contiguous,1.0,trees,xgboost,-0.009075960754398649,0.0,110.86781962639837,20655.0,218.0,0.9766809824184673,1
fragmented,0.75,linear,dlinear,0.025316184434671228,0.05698321514918888,107.08913269133743,3994.3,1228.8,0.75,10
fragmented,0.75,linear,ridge,0.01284256201772035,0.04567646679080016,108.4596175448032,3994.3,1228.8,0.75,10
fragmented,0.75,naive,climatology,-0.05018653709150628,0.062653738282806,115.38466487823871,3994.3,1228.8,0.75,10
fragmented,0.75,naive,persistence,0.0,0.0,109.87063802759914,3994.3,1228.8,0.75,10
fragmented,0.75,sequence,gru_h64_l2,0.015320636175067976,0.04402254683427816,108.18734995605571,3994.3,1228.8,0.75,10
fragmented,0.75,sequence,lstm_h64_l1,0.017882865173522684,0.06211607985555568,107.90583622122267,3994.3,1228.8,0.75,10
fragmented,0.75,trees,lightgbm,-0.02464743575678192,0.05418267433594557,112.57866751994104,3994.3,1228.8,0.75,10
fragmented,0.75,trees,random_forest,-0.01752287746728102,0.05873907992097161,111.79588775500875,3994.3,1228.8,0.75,10
fragmented,0.75,trees,xgboost,-0.024233381177432234,0.0487602058729094,112.53317507912963,3994.3,1228.8,0.75,10
fragmented,0.82,linear,dlinear,0.044404986700905355,0.029978095614294504,104.9918338071636,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,linear,ridge,-0.004032731658020416,0.03266786748865369,110.31371682785993,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,naive,climatology,-0.02214181847575447,0.05422955493694444,112.30337375062156,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,naive,persistence,0.0,0.0,109.87063802759914,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,sequence,gru_h64_l2,0.04072821228651602,0.03830288533710528,105.39580335795613,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,sequence,lstm_h64_l1,0.03668291042475001,0.041613576617904,105.8402632545226,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,trees,lightgbm,-0.05717585779499743,0.041864175784778725,116.15258600331079,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,trees,random_forest,-0.04562434243978943,0.04026969030411351,114.88341364104846,6869.2,960.9,0.8199906052878807,10
fragmented,0.82,trees,xgboost,-0.04444500805153735,0.051421267504557694,114.75383941936335,6869.2,960.9,0.8199906052878807,10
fragmented,0.85,linear,dlinear,0.02073085804722341,0.03951143216493089,107.5929254270911,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,linear,ridge,0.004301905410282647,0.034832290894545516,109.39798493543701,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,naive,climatology,-0.008193119694736207,0.030831975301773392,110.7708213158963,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,naive,persistence,0.0,0.0,109.87063802759914,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,sequence,gru_h64_l2,0.026662305220334685,0.043612278829033777,106.94123354175437,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,sequence,lstm_h64_l1,0.04739829980910948,0.04209165312731107,104.66295658614885,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,trees,lightgbm,-0.0416545768082129,0.0378069210067712,114.44725295828712,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,trees,random_forest,-0.033390972107701145,0.035169141919473096,113.53932543743403,8411.6,841.3,0.8499865789826868,10
fragmented,0.85,trees,xgboost,-0.034752191153847464,0.04308339764962303,113.68888344252946,8411.6,841.3,0.8499865789826868,10
fragmented,0.9,linear,dlinear,0.054183879577201666,0.03569093206754401,103.91742060764139,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,linear,ridge,0.003938861944703775,0.02286590642037838,109.43787275263192,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,naive,climatology,-0.0015948901477646049,0.011138686891111447,110.04586962571798,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,naive,persistence,0.0,0.0,109.87063802759914,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,sequence,gru_h64_l2,0.04453668544604513,0.034271555683566185,104.97736398200769,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,sequence,lstm_h64_l1,0.04609336037028863,0.026296373083740675,104.80633111487948,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,trees,lightgbm,-0.037605091504071944,0.03452581107995563,114.00233342423778,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,trees,random_forest,-0.03398811325392905,0.025482579667035234,113.60493371616262,11950.4,631.2,0.9000134210173132,10
fragmented,0.9,trees,xgboost,-0.025263959768365762,0.03543395052461592,112.6464054064531,11950.4,631.2,0.9000134210173132,10
fragmented,0.95,linear,dlinear,0.06373589611158473,0.03372802007948351,102.86793445655856,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,linear,ridge,0.016725356058784037,0.010057923818876876,108.03301248618178,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,naive,climatology,0.004448540347141772,0.01778211996575982,109.38187406136717,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,naive,persistence,0.0,0.0,109.87063802759914,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,sequence,gru_h64_l2,0.06388913836355553,0.03340588440690528,102.85109763256173,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,sequence,lstm_h64_l1,0.04828362281146784,0.030358558610943817,104.56568558301922,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,trees,lightgbm,-0.02531308973628179,0.016944939704284186,112.65180334737428,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,trees,random_forest,-0.021524759003563477,0.012172065691763673,112.23557703271096,16895.5,382.2,0.9500067105086567,10
fragmented,0.95,trees,xgboost,0.003417743863782885,0.02192589339993019,109.4951283286704,16895.5,382.2,0.9500067105086567,10
fragmented,1.0,linear,dlinear,0.05823369752187261,0.0,103.47246452616479,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,linear,ridge,0.016735362666289166,0.0,108.03191305383069,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,naive,climatology,0.01486235692014748,0.0,108.23770139018863,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,naive,persistence,0.0,0.0,109.87063802759914,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,sequence,gru_h64_l2,0.07553143582361492,0.0,101.57195098251792,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,sequence,lstm_h64_l1,0.061969486421484254,0.0,103.06201101622803,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,trees,lightgbm,-0.024391644284384784,0.0,112.55056354766674,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,trees,random_forest,-0.017116373360487547,0.0,111.75122488943451,20655.0,218.0,0.9766809824184673,1
fragmented,1.0,trees,xgboost,-0.009075960754398649,0.0,110.86781962639837,20655.0,218.0,0.9766809824184673,1
