model,horizon_h,stratum,group,n,rmse,mae,r2,smape,bias,reference_rmse,skill_vs_persistence
xgboost,6,season,monsoon (wet),970,30.176063756208965,20.425169598196206,0.5257180008577943,39.78445605410723,-2.308809663932735,33.12492754320027,0.08902249772910475
xgboost,6,season,dry,2951,70.14748755266635,39.825672468438505,0.5409299384241728,46.704848771336096,-16.721232629282824,66.83139058762204,-0.04961885329464466
xgboost,6,pollution,observed > 65 ug/m3,1821,82.81118258024358,53.40964257706767,0.2250586414077731,36.13031758298827,-43.866776306202844,67.28666941812364,-0.23072197355541002
xgboost,6,pollution,observed <= 65 ug/m3,2100,37.26556637800759,19.08524515798673,-3.1914515768477436,52.67791560860723,13.474998471698585,53.4532372399331,0.30283798882497337
xgboost,6,pollution,observed > 35 ug/m3,2438,73.28614680252561,44.73176117365242,0.4017286899124707,35.47919499135903,-30.93201145158673,62.11472885400897,-0.17985135175866773
xgboost,6,pollution,observed <= 35 ug/m3,1483,39.46728181382512,19.070762119519717,-17.419913534586573,60.63294248669151,16.067660860377686,57.11898595895323,0.3090339201366943
lightgbm,6,overall,all,3921,63.34765646903566,35.6588159253835,0.5483901829491498,45.61267634635632,-14.453866860856655,60.27394741981769,-0.050995648713848096
lightgbm,6,season,monsoon (wet),970,30.98860325254352,20.932696993042843,0.4998325007012775,40.20836506351414,-2.4799909115664294,33.12492754320027,0.06449294984481513
lightgbm,6,season,dry,2951,70.82607042224532,40.49932265678655,0.5320052043921123,47.38908500252605,-18.38970544805134,66.83139058762204,-0.059772508090878196
lightgbm,6,pollution,observed > 65 ug/m3,1821,85.89465926150966,55.99377074459097,0.16627430007876154,38.27887594918934,-45.46110121775733,67.28666941812364,-0.276547940391503
lightgbm,6,pollution,observed <= 65 ug/m3,2100,33.09106465492311,18.025505103585008,-2.30499252127263,51.9721289764711,12.433834931484359,53.4532372399331,0.38093432009760686
lightgbm,6,pollution,observed > 35 ug/m3,2438,75.54852909729124,46.35879797599721,0.3642206370049209,36.788312558567654,-32.4205095131337,62.11472885400897,-0.21627398993975055
lightgbm,6,pollution,observed <= 35 ug/m3,1483,35.02817046803806,18.06842061898009,-13.509353536397622,60.1196209954654,15.082663676062728,57.11898595895323,0.38675083459622417
gru_h128_l1,6,overall,all,3921,59.527923652608294,35.813259279034874,0.6012104795168967,48.237480336559834,-14.745577018554508,60.27394741981769,0.012377217672723817
gru_h128_l1,6,season,monsoon (wet),970,30.537249729714713,20.807173661497927,0.5142964184811895,40.58267804829688,0.5877270279913684,33.12492754320027,0.07811874637645044
gru_h128_l1,6,season,dry,2951,66.34629927695666,40.74579165755429,0.5893345783204875,50.75363019071607,-19.785666793257832,66.83139058762204,0.007258435091656246
gru_h128_l1,6,pollution,observed > 65 ug/m3,1821,77.71564681700045,54.675300099115454,0.3174919180642781,40.56026650657345,-45.34119388619151,67.28666941812364,-0.15499321766203766
gru_h128_l1,6,pollution,observed <= 65 ug/m3,2100,37.135653067726544,19.457175310764992,-3.162278468594664,54.89472147199087,11.78519360809643,53.4532372399331,0.30526839934806127
gru_h128_l1,6,pollution,observed > 35 ug/m3,2438,69.0220126363803,45.881065883172134,0.4693237662707791,39.538106338537425,-32.85315071344251,62.11472885400897,-0.11120202743870644
gru_h128_l1,6,pollution,observed <= 35 ug/m3,1483,39.20679526509171,19.262138240001388,-17.177570739618158,62.538946153942575,15.022639210802842,57.11898595895323,0.3135943398353317
persistence,12,overall,all,3885,77.99956769836972,48.95032175032175,0.32056532281169736,65.32411230690278,0.6465894465894466,77.99956769836972,0.0
persistence,12,season,monsoon (wet),952,42.61562373771645,29.847689075630253,0.06598903130110745,57.72339789544765,-0.15441176470588236,42.61562373771645,0.0
persistence,12,season,dry,2933,86.4245244802652,55.15069894306171,0.3068216942305485,67.79116996790013,0.9065802932151381,86.4245244802652,0.0
persistence,12,pollution,observed > 65 ug/m3,1806,82.50704859315113,59.99889258028793,0.23186289277879812,49.059671999986186,-29.916943521594686,82.50704859315113,0.0
persistence,12,pollution,observed <= 65 ug/m3,2079,73.86104890572936,39.35257335257335,-15.650558891171215,79.45281802806264,27.196729196729198,73.86104890572936,0.0
persistence,12,pollution,observed > 35 ug/m3,2409,76.55287908350302,53.8692403486924,0.3509530749566713,52.63599402003651,-20.219593192195934,76.55287908350302,0.0
persistence,12,pollution,observed <= 35 ug/m3,1476,80.30476754873841,40.922086720867206,-75.12129990373903,86.03256552713366,34.702574525745256,80.30476754873841,0.0
seasonal_naive,12,overall,all,3885,96.62185310157582,66.82187902187903,-0.04259116998180912,85.922250304118,0.6844272844272844,77.99956769836972,-0.23874857198208987
seasonal_naive,12,season,monsoon (wet),952,50.70812632734769,38.26365546218487,-0.3224199885473529,72.39106737591744,-1.209033613445378,42.61562373771645,-0.18989520461879517
seasonal_naive,12,season,dry,2933,107.3844005354121,76.09137401977497,-0.0701714459045748,90.31423330706617,1.2990112512785543,86.4245244802652,-0.2425223185339367
seasonal_naive,12,pollution,observed > 65 ug/m3,1806,99.82945590245762,77.2469545957918,-0.12453777782962594,68.03689444462377,-48.18826135105205,82.50704859315113,-0.2099506357902181
seasonal_naive,12,pollution,observed <= 65 ug/m3,2079,93.74641375215423,57.765752765752765,-25.82299074367671,101.4590240810524,43.13949013949014,73.86104890572936,-0.26922667821580815
seasonal_naive,12,pollution,observed > 35 ug/m3,2409,91.79354892769184,68.86259858862599,0.06679434680225693,71.36577513261048,-34.202573682025736,76.55287908350302,-0.19908682764974106
seasonal_naive,12,pollution,observed <= 35 ug/m3,1476,104.02192219961609,63.49119241192412,-126.72422814804773,109.68007461859064,57.6239837398374,80.30476754873841,-0.2953393101659041
climatology,12,overall,all,3885,93.97858106629761,70.85813563236992,0.013672630493785087,84.26576524874919,5.696111845417489,77.99956769836972,-0.20486028114565902
climatology,12,season,monsoon (wet),952,43.69118393607838,36.17703718305107,0.018247751873354257,68.00787308191936,5.474124116733908,42.61562373771645,-0.02523863559950712
climatology,12,season,dry,2933,105.25718410696139,82.11500768274549,-0.028192566296270094,89.54278991387774,5.768165141601176,86.4245244802652,-0.21790874453693476
climatology,12,pollution,observed > 65 ug/m3,1806,112.21503682381979,75.59222009734589,-0.4208844263437639,48.38035735547372,-64.43580703890774,82.50704859315113,-0.3600660638966875
climatology,12,pollution,observed <= 65 ug/m3,2079,74.6022915314423,66.74569862239079,-15.98643374292189,115.4389478631097,66.61878885604345,73.86104890572936,-0.010035636329224218
climatology,12,pollution,observed > 35 ug/m3,2409,99.88075628503358,66.28681733496165,-0.10488399722516561,49.295651487404726,-38.80013260788192,76.55287908350302,-0.30472893352691255
climatology,12,pollution,observed <= 35 ug/m3,1476,83.45371463409279,78.31904740639196,-81.20815137726461,141.34097124541506,78.31904740639196,80.30476754873841,-0.0392124550194759
sarimax,12,overall,all,3873,71.3014762889257,49.429298498556236,0.43388321107058847,67.7864478481637,-4.035883518874694,77.99956769836972,0.08587344272658082
sarimax,12,season,monsoon (wet),940,38.845291251657876,30.133624653269408,0.23258565743008264,58.79009022153016,9.029559448421482,42.61562373771645,0.08847300955310633
sarimax,12,season,dry,2933,78.92805414308312,55.613387627287786,0.4218590164226501,70.66969918435036,-8.223239942079061,86.4245244802652,0.08674008196474237
sarimax,12,pollution,observed > 65 ug/m3,1800,85.06099653477776,61.02344637828343,0.18402067567217606,42.856554798809924,-52.06248102539835,82.50704859315113,-0.030954300089200304
sarimax,12,pollution,observed <= 65 ug/m3,2073,56.70769100858393,39.36202103424899,-8.881376985204648,89.4332435494839,37.665937760306484,73.86104890572936,0.23223821149681578
sarimax,12,pollution,observed > 35 ug/m3,2397,75.91347411648235,51.43246008263189,0.36330418618791516,40.25621311632373,-34.92718812229392,76.55287908350302,0.008352461392382216
sarimax,12,pollution,observed <= 35 ug/m3,1476,63.09745311673674,46.17619665775047,-45.99451767376445,112.49510140657861,46.1310928594423,80.30476754873841,0.214275129076966
ridge,12,overall,all,3885,75.82549696932577,49.64209588508027,0.35791304267530344,64.81918107110043,-18.836256626127277,77.99956769836972,0.027872856134937063
ridge,12,season,monsoon (wet),952,38.22016535309196,27.86989833101379,0.2487241974872617,54.82827382240737,-4.1961082447622955,42.61562373771645,0.10314194652357844
ridge,12,season,dry,2933,84.50769412401306,56.70896669021881,0.3372290442291118,68.06205311363567,-23.588190229625216,86.4245244802652,0.02217924099414459
ridge,12,pollution,observed > 65 ug/m3,1806,100.11868474315618,75.57416934940242,-0.13106330509010222,57.84816511900327,-67.25201100758214,82.50704859315113,-0.21345614041837124
ridge,12,pollution,observed <= 65 ug/m3,2079,45.127878825902805,27.115244188800446,-5.215666652802167,70.87481109009394,23.221873442611287,73.86104890572936,0.38901654533094154
ridge,12,pollution,observed > 35 ug/m3,2409,87.89648378633484,60.97082856025861,0.1443502200626835,51.07010373313208,-49.04797967351063,76.55287908350302,-0.14817998798527676
ridge,12,pollution,observed <= 35 ug/m3,1476,50.23925263660495,31.152314709941674,-28.792700977667092,87.25924022229674,30.47271411990694,80.30476754873841,0.3743926522654605
random_forest,12,overall,all,3885,78.75217337050731,48.58021258944245,0.30739054869741655,61.72316827027875,-24.576507252239203,77.99956769836972,-0.009648844145495383
random_forest,12,season,monsoon (wet),952,37.790909192799965,26.30894927809828,0.26550480525956477,51.277754228982644,-3.9441806042630803,42.61562373771645,0.11321468798886603
random_forest,12,season,dry,2933,88.04192409183356,55.809071325344156,0.2806338215951787,65.11356519060396,-31.273396092632403,86.4245244802652,-0.01871459080966864
random_forest,12,pollution,observed > 65 ug/m3,1806,108.59439014816716,76.51303130276663,-0.33067323918290303,54.89253303755972,-74.31325656084275,82.50704859315113,-0.31618318676813684
random_forest,12,pollution,observed <= 65 ug/m3,2079,36.677218150531985,24.315339767766915,-3.1057325030448,67.65685140173161,18.629153763315394,73.86104890572936,0.5034294977675716
random_forest,12,pollution,observed > 35 ug/m3,2409,94.81606796792579,61.63555616394857,0.0043265619510395315,49.63486429657112,-55.03852667976452,76.55287908350302,-0.2385695888002004
random_forest,12,pollution,observed <= 35 ug/m3,1476,40.63587749424254,27.2724059017831,-18.491390485956686,81.4526562598869,25.140975675205567,80.30476754873841,0.4939792650594512
xgboost,12,overall,all,3885,75.75082240401578,47.09129772180241,0.35917710177028583,60.67783824792432,-22.024079760569677,77.99956769836972,0.028830227662927643
xgboost,12,season,monsoon (wet),952,37.347893040832865,26.197309554015433,0.2826245823710155,50.676910497181794,-2.8108492186920615,42.61562373771645,0.12361031553367696
xgboost,12,season,dry,2933,84.5455658320061,53.87311727029652,0.33663487602598197,63.923962768451744,-28.2603550677185,86.4245244802652,0.02174103542436212
xgboost,12,pollution,observed > 65 ug/m3,1806,103.47823388875175,72.91989517791082,-0.20824402780845586,52.68934667835396,-69.69017670320103,82.50704859315113,-0.25417446937183774
xgboost,12,pollution,observed <= 65 ug/m3,2079,37.69877313900742,24.65433427508199,-3.337628039803273,67.61733597502587,19.38283273504947,73.86104890572936,0.4895987303521335
xgboost,12,pollution,observed > 35 ug/m3,2409,90.48135813013573,59.1894239885979,0.09328403902568982,48.243250723564906,-50.93281872261485,76.55287908350302,-0.18194585511852135
xgboost,12,pollution,observed <= 35 ug/m3,1476,41.733054204437394,27.345778631890273,-19.558142695217104,80.97250040658412,25.15827265106096,80.30476754873841,0.480316605373288
lightgbm,12,overall,all,3885,79.14755011044403,48.379490997806506,0.3004185739892321,61.68962915727203,-24.862059993331297,77.99956769836972,-0.014717804802632406
lightgbm,12,season,monsoon (wet),952,37.48896934528545,26.274847808855117,0.2771947812427483,50.664353848212954,-3.2412055161790123,42.61562373771645,0.12029987931148634
lightgbm,12,season,dry,2933,88.55197155593348,55.55426778467378,0.27227476540284423,65.26823880412653,-31.879807508588367,86.4245244802652,-0.02461624276745744
lightgbm,12,pollution,observed > 65 ug/m3,1806,109.50863548534113,77.00267980734444,-0.3531731649855241,55.91897846773001,-73.81247004197186,82.50704859315113,-0.3272640017138051
lightgbm,12,pollution,observed <= 65 ug/m3,2079,35.89797133145714,23.514902739015977,-2.933124435459442,66.702517635056,17.660518432760497,73.86104890572936,0.5139796704312365
lightgbm,12,pollution,observed > 35 ug/m3,2409,95.68688853540782,62.1783756777534,-0.014046580285763888,50.60047469959883,-54.42412142804105,76.55287908350302,-0.24994500116754126
lightgbm,12,pollution,observed <= 35 ug/m3,1476,39.30444464837335,25.858140595372845,-17.235046115660364,79.78839141237682,23.386589055595397,80.30476754873841,0.5105590135166163
gru_h128_l1,12,overall,all,3885,73.71234426480072,47.05190720038795,0.3932025265082878,62.64178537489056,-18.165326101794495,77.99956769836972,0.05496470762694505
gru_h128_l1,12,season,monsoon (wet),952,37.69524555281173,26.961813739393317,0.2692186905231445,51.838745952988354,0.02572137423163476,42.61562373771645,0.11545949004965517
gru_h128_l1,12,season,dry,2933,82.07266110663132,53.57279672472035,0.37487337693402245,66.14826117770369,-24.069818838643076,86.4245244802652,0.05035449601608888
gru_h128_l1,12,pollution,observed > 65 ug/m3,1806,97.31719865302874,69.22163591627555,-0.06865085966929185,52.913917352031625,-62.468178714126545,82.50704859315113,-0.17950163425318544
gru_h128_l1,12,pollution,observed <= 65 ug/m3,2079,43.892027615459476,27.79335498254621,-4.879889459380429,71.09225658666699,20.319980207908085,73.86104890572936,0.405748655539946
gru_h128_l1,12,pollution,observed > 35 ug/m3,2409,86.02612223753397,57.49836521786344,0.18037776254873317,49.794446717796234,-45.71786980694571,76.55287908350302,-0.12374770573550409
gru_h128_l1,12,pollution,observed <= 35 ug/m3,1476,47.150481524405734,30.00209868812614,-25.241931773206034,83.6101043619774,26.803561286897413,80.30476754873841,0.4128557623208453
persistence,24,overall,all,3813,97.29176691674544,67.28140571728298,-0.04038568110418428,85.88920245493287,0.9205350118017309,97.29176691674544,0.0
persistence,24,season,monsoon (wet),916,50.84287380345339,38.198689956331876,-0.28828858009177494,71.93861642183138,-1.5087336244541485,50.84287380345339,0.0
persistence,24,season,dry,2897,107.89479847904289,76.47704521919226,-0.06851721628277141,90.300226551005,1.6886434242319641,107.89479847904289,0.0
persistence,24,pollution,observed > 65 ug/m3,1777,100.39195834861086,77.69893078221722,-0.13188217488603948,67.54019679857254,-48.223410241980865,100.39195834861086,0.0
persistence,24,pollution,observed <= 65 ug/m3,2036,94.50286894949622,58.18909626719057,-26.852976508544277,101.90402713634367,43.81286836935167,94.50286894949622,0.0
persistence,24,pollution,observed > 35 ug/m3,2349,92.67155917512619,69.62452107279694,0.059967685639720325,71.07220432001145,-34.46913580246913,92.67155917512619,0.0
persistence,24,pollution,observed <= 35 ug/m3,1464,104.2780737579414,63.521857923497265,-129.74201896631484,109.66319741321873,57.70355191256831,104.2780737579414,0.0
seasonal_naive,24,overall,all,3813,97.29176691674544,67.28140571728298,-0.04038568110418428,85.88920245493287,0.9205350118017309,97.29176691674544,0.0
seasonal_naive,24,season,monsoon (wet),916,50.84287380345339,38.198689956331876,-0.28828858009177494,71.93861642183138,-1.5087336244541485,50.84287380345339,0.0
seasonal_naive,24,season,dry,2897,107.89479847904289,76.47704521919226,-0.06851721628277141,90.300226551005,1.6886434242319641,107.89479847904289,0.0
seasonal_naive,24,pollution,observed > 65 ug/m3,1777,100.39195834861086,77.69893078221722,-0.13188217488603948,67.54019679857254,-48.223410241980865,100.39195834861086,0.0
seasonal_naive,24,pollution,observed <= 65 ug/m3,2036,94.50286894949622,58.18909626719057,-26.852976508544277,101.90402713634367,43.81286836935167,94.50286894949622,0.0
seasonal_naive,24,pollution,observed > 35 ug/m3,2349,92.67155917512619,69.62452107279694,0.059967685639720325,71.07220432001145,-34.46913580246913,92.67155917512619,0.0
seasonal_naive,24,pollution,observed <= 35 ug/m3,1464,104.2780737579414,63.521857923497265,-129.74201896631484,109.66319741321873,57.70355191256831,104.2780737579414,0.0
climatology,24,overall,all,3813,94.90594771582433,71.80473250614666,0.010014016846147111,85.109939353711,5.624883241920112,97.29176691674544,0.024522313413864905
climatology,24,season,monsoon (wet),916,44.13709854181522,36.597290661526685,0.029131216908577118,68.90445868504268,4.8677416447698825,50.84287380345339,0.13189213669473365
climatology,24,season,dry,2897,106.01479015494621,82.93694401103856,-0.03160496511145827,90.23393669320018,5.864283208433617,107.89479847904289,0.01742445744001131
climatology,24,pollution,observed > 65 ug/m3,1777,112.99102063827414,76.36664465503502,-0.43380876721235806,48.69998782848919,-65.48555643391408,100.39195834861086,-0.12549872018546604
climatology,24,pollution,observed <= 65 ug/m3,2036,75.66766878143555,67.82314218759329,-16.856746563771452,116.888173076854,67.68934851891294,94.50286894949622,0.1993082366433392
climatology,24,pollution,observed > 35 ug/m3,2349,100.98384684858361,67.28007841263542,-0.1162299324757412,49.65961469036974,-40.14596043133894,92.67155917512619,-0.08969621043873088
climatology,24,pollution,observed <= 35 ug/m3,1464,84.24259017848453,79.06457708651405,-84.32820500915555,141.9902758524737,79.06457708651405,104.2780737579414,0.19213515226570865
sarimax,24,overall,all,3789,85.14895838787793,62.628292301494696,0.20702057197805135,79.84476516269973,-7.35743931660851,97.29176691674544,0.12480818175764419
sarimax,24,season,monsoon (wet),892,45.14267661196275,37.499124143888764,-0.009131864053264938,68.86533781879733,12.592401314732093,50.84287380345339,0.11211398501049064
sarimax,24,season,dry,2897,94.10256928428834,70.36568201381243,0.1872004211327336,83.2253827639289,-13.500089590393744,107.89479847904289,0.12783034390145798
sarimax,24,pollution,observed > 65 ug/m3,1763,106.44143423831805,77.35634951465991,-0.2683392821175299,52.87476641014648,-72.55339374992005,100.39195834861086,-0.060258570399637
sarimax,24,pollution,observed <= 65 ug/m3,2026,60.83150956454522,49.812120106622885,-10.500010583617648,103.31372261618017,49.375269304284004,94.50286894949622,0.35629986432417715
sarimax,24,pollution,observed > 35 ug/m3,2334,93.86522079334453,63.86769116144947,0.040034049725204746,48.143760975380886,-49.74667777642244,92.67155917512619,-0.01288056043130359
sarimax,24,pollution,observed <= 35 ug/m3,1455,68.90120063650853,60.6401432024332,-56.13951900869705,130.69709765287308,60.6401432024332,104.2780737579414,0.3392551458473666
ridge,24,overall,all,3813,90.31964139276629,60.77098808411975,0.10338377371548968,79.5005521940616,-30.118927716394673,97.29176691674544,0.07166203004561889
ridge,24,season,monsoon (wet),916,42.38421157695666,31.970862523440804,0.10471523488262946,62.8150267451429,-5.820791776641103,50.84287380345339,0.16636868834747476
ridge,24,season,dry,2897,100.84138657020625,69.87727562764128,0.06662078652459125,84.77633448995718,-37.801734937939116,107.89479847904289,0.06537304863873183
ridge,24,pollution,observed > 65 ug/m3,1777,125.71372591856355,96.1405623751712,-0.7748790570029509,74.6809522879178,-94.64156703485455,100.39195834861086,-0.252229042908227
ridge,24,pollution,observed <= 65 ug/m3,2036,38.5230093429668,29.90078498235234,-3.6283057231331703,83.70704975458099,26.195772710375067,94.50286894949622,0.5923614830830788
ridge,24,pollution,observed > 35 ug/m3,2349,109.74925348660699,76.3013660718299,-0.31841760274456155,63.42062426545224,-71.04633857086777,92.67155917512619,-0.184281935725374
ridge,24,pollution,observed <= 35 ug/m3,1464,43.82345778981043,35.852369304658566,-22.090985575186508,105.30092835820324,35.54943847018822,104.2780737579414,0.5797442721128802
random_forest,24,overall,all,3813,93.72705358025209,60.62332250191719,0.03445590019280842,78.68488075454196,-31.75519842779594,97.29176691674544,0.03663941409907534
random_forest,24,season,monsoon (wet),916,42.27048280052961,31.350493230267404,0.1095133911640006,60.3636737020018,-4.669387335650473,50.84287380345339,0.1686055559342029
random_forest,24,season,dry,2897,104.8686885745803,69.87907383530731,-0.009420642303642923,84.47784784467893,-40.319438317476724,107.89479847904289,0.02804685626295844
random_forest,24,pollution,observed > 65 ug/m3,1777,131.38068582940014,96.2855528381022,-0.9385027330901821,73.49823224187074,-95.91031630156535,100.39195834861086,-0.3086773880152929
random_forest,24,pollution,observed <= 65 ug/m3,2036,37.24091979373801,29.49769219376355,-3.3253616391356484,83.21173458902956,24.238733036687485,94.50286894949622,0.6059281563860233
random_forest,24,pollution,observed > 35 ug/m3,2349,114.71564251506845,76.80426212527536,-0.44043984757709076,63.91731705078293,-72.67130504509122,92.67155917512619,-0.23787323247992864
random_forest,24,pollution,observed <= 35 ug/m3,1464,42.013910528114515,34.66087224558632,-20.223421498855256,102.37955776282746,33.89503001757743,104.2780737579414,0.5970973665505122
xgboost,24,overall,all,3813,93.56847311156665,60.56927416378162,0.03772041984206631,78.35545171394695,-31.79483488191083,97.29176691674544,0.038269361562370374
xgboost,24,season,monsoon (wet),916,43.25160968358504,31.862323568004978,0.0676960447648276,60.867925333177006,-6.736353441821679,50.84287380345339,0.149308320950039
xgboost,24,season,dry,2897,104.55533634652676,69.64610079330575,-0.0033972687648058386,83.88481801176717,-39.71805510942953,107.89479847904289,0.030951094766303977
xgboost,24,pollution,observed > 65 ug/m3,1777,130.8062323268651,96.33062334472115,-0.921587839545275,73.95268518837192,-95.69374726173668,100.39195834861086,-0.30295528126506666
xgboost,24,pollution,observed <= 65 ug/m3,2036,38.245472081264595,29.35713394053527,-3.561857116992469,82.19814135832159,23.97548304488215,94.50286894949622,0.5952982961638598
xgboost,24,pollution,observed > 35 ug/m3,2349,114.21460411152513,76.73666592529662,-0.4278846360450064,63.998936141291075,-72.61044032001992,92.67155917512619,-0.232466628684729
xgboost,24,pollution,observed <= 35 ug/m3,1464,43.264913743810155,34.62856156282622,-21.506132492712666,101.3905986266304,33.694138597678126,104.2780737579414,0.5851005663545327
lightgbm,24,overall,all,3813,94.17128377333772,59.61618469217969,0.02528159474939462,77.63156221295162,-32.391194483720895,97.29176691674544,0.032073455363165415
lightgbm,24,season,monsoon (wet),916,41.644458424922405,29.257043392000398,0.13569422744611237,57.28301971360601,-5.100242608816153,50.84287380345339,0.180918478646386
lightgbm,24,season,dry,2897,105.46997015802205,69.21541611467337,-0.021029179839017642,84.06555079748756,-41.020297665430505,107.89479847904289,0.02247400574636438
lightgbm,24,pollution,observed > 65 ug/m3,1777,132.11589511086473,96.2164477773483,-0.960259248254006,75.15817492823538,-94.52746440984617,100.39195834861086,-0.31600077619855327
lightgbm,24,pollution,observed <= 65 ug/m3,2036,37.06921592212224,27.671848983758938,-3.285568356287266,79.79030936665535,21.84070711683148,94.50286894949622,0.6077450734121882
lightgbm,24,pollution,observed > 35 ug/m3,2349,115.5545674075668,77.09851134548995,-0.4615849932260876,65.51932371618243,-71.65720814812103,92.67155917512619,-0.2469259008494442
lightgbm,24,pollution,observed <= 35 ug/m3,1464,40.89754671348957,31.565648279183893,-19.110538555810663,97.06574816166126,30.611446293380155,104.2780737579414,0.6078030093994236
lstm_h64_l1,24,overall,all,3813,91.82977100422319,61.63735733356753,0.07315056911867934,79.01308163865049,-25.206711220276123,97.29176691674544,0.05614037123198923
lstm_h64_l1,24,season,monsoon (wet),916,41.97171565699349,32.33439863665062,0.12205679785186785,62.54739021766946,-3.7677543263583173,50.84287380345339,0.17448183949541707
lstm_h64_l1,24,season,dry,2897,102.67439136244236,70.90263526466033,0.032380121390737426,84.21935479764898,-31.9854770175936,107.89479847904289,0.048384233440266544
lstm_h64_l1,24,pollution,observed > 65 ug/m3,1777,125.08609449988948,91.21696212969294,-0.7572009700615185,68.19911693056743,-90.06970147836152,100.39195834861086,-0.24597723321153175
lstm_h64_l1,24,pollution,observed <= 65 ug/m3,2036,46.2228815946053,35.820580456006184,-5.663396547636419,88.45139955921216,31.40504402953613,94.50286894949622,0.51088382703696
lstm_h64_l1,24,pollution,observed > 35 ug/m3,2349,109.52147119849197,73.76779487674399,-0.31295058546872,60.33501516756588,-66.87522601909771,92.67155917512619,-0.18182398325168592
lstm_h64_l1,24,pollution,observed <= 35 ug/m3,1464,52.12537041146937,42.173970865724954,-31.668372210098177,108.98219239041124,41.65076231963637,104.2780737579414,0.5001310579205083
