model,window,horizon_h,seed,n_params,rmse,mae,r2,smape,bias,n,skill_vs_persistence
gru_h64_l1,48,6,2024,31169,59.14059960556396,34.915957069288396,0.606383119675051,46.902221319257734,-12.541046803050362,3921,0.018803278410816082
gru_h64_l1,48,6,7,31169,61.956051541716405,36.61487942361426,0.5680139395667292,47.899596070174475,-15.175975793624328,3921,-0.027907648227891713
gru_h64_l1,48,6,31415,31169,58.66800112402339,34.60732162761835,0.6126488483951094,46.66478961865052,-12.86173930925233,3921,0.02664412013052042
gru_h64_l1,48,12,42,31169,77.32681032412968,48.4533124672322,0.33223521918272014,63.12406649004439,-24.982627089132045,3885,0.008625142344911962
gru_h64_l1,48,12,1337,31169,75.28637341077153,47.3058683368122,0.36701113225235493,61.255180677239096,-20.882672963098585,3885,0.03478473493712575
gru_h64_l1,48,12,2024,31169,74.6260171501777,47.201420853981766,0.3780666515405178,61.08373689679348,-18.473830154010443,3885,0.04325088776437569
gru_h64_l1,48,12,7,31169,74.57290951227385,47.509209562427415,0.3789515348461996,61.937856577877945,-14.309890088341199,3885,0.04393175869059962
gru_h64_l1,48,12,31415,31169,73.35063379739495,46.951559787004655,0.3991430914856383,61.21777967173112,-17.476881079651154,3885,0.05960204701329308
gru_h64_l1,48,24,42,31169,91.1798421537416,60.544348557783046,0.08622376907433671,77.78231510098882,-25.75267656165307,3813,0.06282057523155005
gru_h64_l1,48,24,1337,31169,93.10622823796626,61.05401351724864,0.04720459909398733,78.258115201428,-27.552849523493347,3813,0.043020481705927205
gru_h64_l1,48,24,2024,31169,92.66906320523611,60.901062602029796,0.05613098283991691,78.25932151296485,-25.95043748532849,3813,0.04751382216611477
gru_h64_l1,48,24,7,31169,100.00290531776113,64.640035369192,-0.09917646231191002,85.92124232585704,-35.104276746842785,3813,-0.02786606191802088
gru_h64_l1,48,24,31415,31169,97.21927142069566,63.425618992935945,-0.03883580328482705,83.2364282605385,-30.311037320785907,3813,0.0007451349517767492
gru_h64_l1,168,1,42,31169,30.35830711089957,14.91422172549889,0.8957257626717892,22.39325423138108,-8.7314016167312,3951,-0.42666660668562995
gru_h64_l1,168,1,1337,31169,25.75393154356102,12.688908044051935,0.9249572059155052,20.655466127159013,-3.8321767485777714,3951,-0.21028731904733244
gru_h64_l1,168,1,2024,31169,24.962761299463654,12.33762257588787,0.9294970693947032,20.604004312518637,-3.211201604617311,3951,-0.17310684770768447
gru_h64_l1,168,1,7,31169,28.853980246478695,13.535865245118513,0.9058038002011051,21.301271125727787,-5.179648500193939,3951,-0.35597185762833417
gru_h64_l1,168,1,31415,31169,27.370297777524762,13.145681938075908,0.9152419480094118,20.615527820221242,-4.320508556827076,3951,-0.2862472769509914
gru_h64_l1,168,3,42,31169,46.401457871725356,26.013520110556275,0.756855585529937,35.584309798195605,-9.349454418824072,3939,-0.09432707794562734
gru_h64_l1,168,3,1337,31169,44.56450743508307,24.607623734958544,0.775725825239,34.24940307161583,-8.5411114224109,3939,-0.05100463300825342
gru_h64_l1,168,3,2024,31169,45.740031995010995,25.15898058690236,0.7637379466711396,34.497411131545796,-9.88693043112239,3939,-0.07872807998001585
gru_h64_l1,168,3,7,31169,46.44538632321189,25.71365935638588,0.7563949959726814,34.95465344687202,-11.116345605268968,3939,-0.0953630819023743
gru_h64_l1,168,3,31415,31169,45.60491875448229,25.136732710021573,0.7651316922477155,34.40906910619718,-9.34809193033843,3939,-0.07554158359646923
gru_h64_l1,168,6,42,31169,58.13277872359702,34.252429406605415,0.6196841430613356,45.76943798628796,-10.366785468252566,3921,0.03552395002947273
gru_h64_l1,168,6,1337,31169,60.11336312606862,35.71004241888635,0.5933279547294967,47.41651951331529,-13.338164140036058,3921,0.002664240532158524
gru_h64_l1,168,6,2024,31169,59.40257500234267,35.21628066340057,0.6028881828599519,47.02365033703349,-12.816730544844388,3921,0.014456866602841956
gru_h64_l1,168,6,7,31169,60.98818754512852,36.25244875729737,0.5814053026868726,47.55992518208214,-14.588275094548644,3921,-0.011849897939088638
gru_h64_l1,168,6,31415,31169,59.00943301678662,35.054924300773415,0.6081271713080934,46.70819558372689,-13.456213778008497,3921,0.020979452270207588
gru_h64_l1,168,12,42,31169,80.49107451936092,49.53109958940046,0.27646629421110225,63.50658004786904,-25.11689320441971,3885,-0.031942572177144024
gru_h64_l1,168,12,1337,31169,75.96323599870357,47.77748867247447,0.35557818790968543,61.33934473226511,-20.218980922352507,3885,0.026106961355744973
gru_h64_l1,168,12,2024,31169,75.72921192175322,47.829874827716644,0.3595426823953146,61.47139393501943,-19.55827754631433,3885,0.029107286663384246
gru_h64_l1,168,12,7,31169,74.37516855404361,47.506463501394634,0.3822407694874691,61.9522999726498,-14.347966299550412,3885,0.046466913231390405
gru_h64_l1,168,12,31415,31169,74.54768065438438,47.50747607415039,0.3793716791903987,61.37239705760238,-17.986850375309498,3885,0.04425520737927735
gru_h64_l1,168,24,42,31169,92.87276580244232,61.17631285370243,0.05197684804425606,78.45121492488838,-27.25375248179471,3813,0.04542009313166817
gru_h64_l1,168,24,1337,31169,92.38625483286889,61.12977217473842,0.06188320985585449,78.25090162862168,-27.81214775581232,3813,0.050420628993965155
gru_h64_l1,168,24,2024,31169,91.02320388785643,60.379327427254594,0.08936063303473907,77.61245624188724,-24.829947845648654,3813,0.06443056003138636
gru_h64_l1,168,24,7,31169,103.65097071515541,66.33330131585721,-0.18083422568216667,86.94554341743337,-38.849812070449026,3813,-0.0653621986724906
gru_h64_l1,168,24,31415,31169,95.34655111531772,61.416331352351975,0.0008006068380196352,78.67895237830054,-29.179582281198083,3813,0.019993632175395515
gru_h64_l2,24,1,42,56129,24.089220446445957,12.19660106579631,0.9343450592280791,21.064036869680287,-3.981293668134959,3951,-0.13205542939165515
gru_h64_l2,24,1,1337,56129,25.93820344254567,13.1350163665334,0.9238794870057563,21.39538090788167,-6.976192576784175,3951,-0.21894704318384606
gru_h64_l2,24,1,2024,56129,25.62253798784475,12.498980539849597,0.9257209717807594,21.066093835152657,-2.392671218352246,3951,-0.2041125742702501
gru_h64_l2,24,1,7,56129,24.994002616677317,12.532095198639885,0.9293204877504371,21.00411043783936,-0.0955960757773624,3951,-0.1745750107332047
gru_h64_l2,24,1,31415,56129,22.69727360567221,11.448892330492903,0.941713321466231,20.242609049816814,-0.8141072364689786,3951,-0.06664189797308384
gru_h64_l2,24,3,42,56129,42.99357402607693,23.731410853496733,0.7912588151002031,34.0517728872568,-5.536865127991241,3939,-0.013955905533412638
gru_h64_l2,24,3,1337,56129,44.81150830360613,24.184476401751574,0.7732328353517988,34.08528547235627,-7.95741162511268,3939,-0.05682987538421713
gru_h64_l2,24,3,2024,56129,42.8969367717428,23.745256877456168,0.792196141423612,33.80408708982961,-7.065244084943737,3939,-0.01167682274147741
gru_h64_l2,24,3,7,56129,43.45660679059454,23.89153275672097,0.7867383962737569,34.00311257502238,-6.233513183848538,3939,-0.02487602131055966
gru_h64_l2,24,3,31415,56129,42.64574907105736,23.569636671199426,0.7946226526135963,33.7998649009274,-6.11078720608333,3939,-0.005752838558332307
gru_h64_l2,24,6,42,56129,59.47104429896251,34.998676374470854,0.6019722078602808,46.80331957160761,-7.610576796655411,3921,0.013320898252487612
gru_h64_l2,24,6,1337,56129,56.40260242924995,33.819353790215644,0.6419855514641595,46.61881995870482,-9.032315779812858,3921,0.06422915963348474
gru_h64_l2,24,6,2024,56129,58.04408708705281,34.53426735468878,0.6208437334120991,46.86352588232893,-5.4596347913082806,3921,0.03699542552329527
gru_h64_l2,24,6,7,56129,58.35330444615201,35.35239742358862,0.6167932264517058,48.080497127064916,-9.443503322833983,3921,0.03186522628571331
gru_h64_l2,24,6,31415,56129,58.192195659123776,34.578814936840296,0.6189063116403664,46.51327356282601,-9.454316351296105,3921,0.03453816864182091
gru_h64_l2,24,12,42,56129,75.620902028632,47.16831728527224,0.3613733698142362,62.04639489679463,-16.614118378820244,3885,0.030495882732788915
gru_h64_l2,24,12,1337,56129,70.09509456367499,46.0338776363931,0.45129544008342004,61.55969544469806,-10.79470064649177,3885,0.10133996082211538
gru_h64_l2,24,12,2024,56129,69.32335834748514,44.47198226922003,0.4633112336356904,58.810704084293,-7.668528387142189,3885,0.11123406971223404
gru_h64_l2,24,12,7,56129,77.39149427030202,49.14273639347105,0.3311175802493366,64.5405459387449,-15.996915652586955,3885,0.007795856387552869
gru_h64_l2,24,12,31415,56129,70.12092781876522,45.65971911268837,0.4508909199956713,61.151497248031085,-12.726314812663905,3885,0.10100876340843057
gru_h64_l2,24,24,42,56129,86.86029713178947,58.95347100720435,0.1707512867631178,74.96808429225217,-16.280442557557766,3813,0.10721842264291903
gru_h64_l2,24,24,1337,56129,91.13758273619418,59.3569272396834,0.08707059446282217,76.41089478129922,-22.21285319707148,3813,0.06325493282301609
gru_h64_l2,24,24,2024,56129,91.35743707416351,60.76324222717881,0.08266069953993405,77.63772880901188,-24.58884649241043,3813,0.06099519035007406
gru_h64_l2,24,24,7,56129,92.19241463950603,61.62157515259195,0.0658156989817158,78.16951789403866,-17.776913908700458,3813,0.05241298867151867
gru_h64_l2,24,24,31415,56129,88.84883484816868,59.95665357108395,0.13234782707029735,76.29080489052524,-21.09405117876741,3813,0.08677951214311441
gru_h64_l2,48,1,42,56129,24.060514670443958,12.121547467463815,0.9345014406349357,20.881723634084505,-3.2024130220486633,3951,-0.1307064222849199
gru_h64_l2,48,1,1337,56129,22.579613618481602,11.525983265855032,0.9423160576725026,20.496447130974285,-3.026566697627812,3951,-0.06111255228016699
gru_h64_l2,48,1,2024,56129,24.410253187775748,12.205741289001226,0.9325834552821903,20.85953316639401,-4.134227502718448,3951,-0.14714213004445664
gru_h64_l2,48,1,7,56129,25.284395470573628,12.452111673391013,0.9276685667319314,20.86915751252772,-1.4537592520537144,3951,-0.18822181211644984
gru_h64_l2,48,1,31415,56129,25.23623542477291,12.465787301702303,0.9279438485821077,20.738737124409703,-1.6608585281443515,3951,-0.1859585657216709
gru_h64_l2,48,3,42,56129,45.01565731818965,24.435897213612726,0.7711619501239406,34.439123552845025,-5.463228568927444,3939,-0.06164450416618905
gru_h64_l2,48,3,1337,56129,44.92204393606389,24.242861590410758,0.7721127317164737,34.076256420262624,-7.740402264516192,3939,-0.05943673605680133
gru_h64_l2,48,3,2024,56129,44.70470768621045,24.166064160163874,0.7743124692815764,34.03257856234693,-5.913356864598066,3939,-0.05431110091207669
gru_h64_l2,48,3,7,56129,44.035613287102684,24.501797400306724,0.7810176337604333,34.46812210606054,-9.130532434839255,3939,-0.038531249324879946
gru_h64_l2,48,3,31415,56129,45.735760745503,24.66745591434545,0.7637820693802,34.08344736889296,-6.29927050994634,3939,-0.07862734728307808
gru_h64_l2,48,6,42,56129,59.83197359887436,35.1685914005306,0.5971262923584018,46.88393887794077,-8.3686289169418,3921,0.0073327505475111465
gru_h64_l2,48,6,1337,56129,57.08858663224187,34.12865462315293,0.6332240501751809,46.77205577606511,-10.765017761054,3921,0.05284805332873377
gru_h64_l2,48,6,2024,56129,57.84979866099996,34.469884304258414,0.6233777515701738,46.76163072495926,-6.048454822647374,3921,0.04021884848412438
gru_h64_l2,48,6,7,56129,61.976429525494936,36.399245491949664,0.56772972350026,47.96533957513128,-14.102770296403454,3921,-0.028245737645473667
gru_h64_l2,48,6,31415,56129,58.157814227378715,34.72188189786694,0.6193564983304289,46.71575294243906,-9.268253804804168,3921,0.035108588088644144
gru_h64_l2,48,12,42,56129,70.06218121273882,44.867844801122246,0.45181061067731443,59.03191566456072,-6.009314126009711,3885,0.10176192919844596
gru_h64_l2,48,12,1337,56129,72.69676360000639,46.8307861595699,0.40980779245686416,62.07534890738795,-10.640783173648623,3885,0.06798504472319222
gru_h64_l2,48,12,2024,56129,71.12678365911788,45.18072746891089,0.43502444398816253,59.36856857717196,-8.776188690876394,3885,0.08811310423962115
gru_h64_l2,48,12,7,56129,72.84849596769914,47.36105972845069,0.40734152815277025,62.59329628005833,-4.1403860390006315,3885,0.06603974717642236
gru_h64_l2,48,12,31415,56129,70.02537200868906,45.185328004575176,0.45238647383434905,59.711160588073064,-11.310753622693698,3885,0.10223384468638952
gru_h64_l2,48,24,42,56129,87.09599778382169,59.03030372290902,0.1662447479277157,74.79204018043936,-14.517679142558505,3813,0.10479580601767147
gru_h64_l2,48,24,1337,56129,93.24126104835823,60.24053429739858,0.04443889930035527,77.44860617576975,-23.70489612059396,3813,0.04163256559882733
gru_h64_l2,48,24,2024,56129,91.54064472547086,60.871129348425114,0.07897775700304266,77.60235319563071,-24.68663996849949,3813,0.05911211578874853
gru_h64_l2,48,24,7,56129,92.7259744382304,61.25165619250217,0.054971302525098964,77.90733295837265,-18.475167978451545,3813,0.04692886791152728
gru_h64_l2,48,24,31415,56129,89.25489186264171,59.78002751558507,0.1243990153712573,76.8057600711318,-23.27871826506523,3813,0.08260591115567928
gru_h64_l2,168,1,42,56129,24.905488962474696,12.412432086584287,0.9298202095705832,21.054092787333015,-3.464991289203258,3951,-0.1704153758027951
gru_h64_l2,168,1,1337,56129,25.47811509080154,12.952840584214247,0.9265559678382662,21.30349750732735,-6.569977262870548,3951,-0.1973255250550332
gru_h64_l2,168,1,2024,56129,25.21449089036688,12.702999280579132,0.9280679679221902,21.148383637837227,-5.88052418506855,3951,-0.18493669711082616
gru_h64_l2,168,1,7,56129,25.26746009321654,12.472509650962207,0.9277654288366346,20.785744966015475,-1.298442295718614,3951,-0.18742594635032783
gru_h64_l2,168,1,31415,56129,25.491314083327744,12.377081114208538,0.9264798524486688,20.615701669952553,-3.831193046039253,3951,-0.1979458021281335
gru_h64_l2,168,3,42,56129,43.19791642738364,23.682551154521285,0.7892698648082817,33.95111065333721,-5.150954550798898,3939,-0.018775095127423924
gru_h64_l2,168,3,1337,56129,44.73966867262672,24.181979094008152,0.7739593367206641,34.17436130408902,-7.5727121011381415,3939,-0.05513561712044179
gru_h64_l2,168,3,2024,56129,46.8180172812851,25.0882226818784,0.752470433562368,34.63282210605676,-7.101894037909458,3939,-0.10415117103154836
gru_h64_l2,168,3,7,56129,44.38702256196879,24.74102299243764,0.7775086793748929,34.855726625375844,-9.54206060335629,3939,-0.04681884852036866
gru_h64_l2,168,3,31415,56129,44.40151932424235,23.94396648426631,0.7773633247057194,34.015506197272046,-5.163591110529176,3939,-0.04716073862956205
gru_h64_l2,168,6,42,56129,60.02162399191975,35.205093798545256,0.5945682537799729,46.74722706671283,-7.876275877713812,3921,0.004186276802819355
gru_h64_l2,168,6,1337,56129,56.86420992114281,33.981318058198006,0.6361014819419218,46.74635057894925,-10.31539035043448,3921,0.05657066850003223
gru_h64_l2,168,6,2024,56129,58.40800142141678,34.79549366815236,0.616074498521211,47.223916914475716,-6.128654379859352,3921,0.03095775336239881
gru_h64_l2,168,6,7,56129,62.074326548736835,36.49507665817058,0.5663630298703664,48.29309263390677,-14.654782688531078,3921,-0.029869938936954332
gru_h64_l2,168,6,31415,56129,57.10186868503875,34.29488222207505,0.6330533644211278,46.72946880851323,-5.6896004965315115,3921,0.05262769190617134
gru_h64_l2,168,12,42,56129,77.74151805645879,47.36993172587724,0.3250534977486519,62.613125448128656,-17.679348297763074,3885,0.003308347078394447
gru_h64_l2,168,12,1337,56129,75.81129542364616,48.439889252210655,0.3581535362742636,61.09630673080056,-15.470938932857635,3885,0.028054928242497112
gru_h64_l2,168,12,2024,56129,71.74817461071777,45.71378584278593,0.4251096348375839,59.75340476191664,-8.212563028495259,3885,0.08014650942459789
gru_h64_l2,168,12,7,56129,71.22578538603125,46.45234867771779,0.43345056478463695,60.952817304595676,-7.918536882551577,3885,0.0868438442958197
gru_h64_l2,168,12,31415,56129,70.76217885157517,45.60726108771443,0.44080186905452345,59.954675928170495,-12.340521951718333,3885,0.09278755075646161
gru_h64_l2,168,24,42,56129,86.91230266364036,59.01828190054913,0.1697580037101798,74.90943698291429,-15.33313356521323,3813,0.10668389096054764
gru_h64_l2,168,24,1337,56129,93.51691772185869,60.28459739926081,0.03878054254341312,77.30046673057748,-21.900875002745547,3813,0.0387992665208452
gru_h64_l2,168,24,2024,56129,91.20250496929947,60.75822804243658,0.08576947314050254,77.6376416412695,-24.811327727275305,3813,0.06258763860930472
gru_h64_l2,168,24,7,56129,93.37851917550776,61.282460009392544,0.04162351342556059,78.26017321308719,-20.538039440428545,3813,0.04022177688052808
gru_h64_l2,168,24,31415,56129,89.09947381248828,60.34272341516365,0.12744569918516202,77.05676130448228,-22.74614014049351,3813,0.08420335413650648
gru_h128_l1,24,1,42,86913,26.337468289879684,13.43734826845645,0.9215180159919844,21.222477057348872,-7.395754860972969,3951,-0.2377102048724753
gru_h128_l1,24,1,1337,86913,22.219891839732266,11.533721744551693,0.9441393733828075,20.333036128278167,-0.277662669012583,3951,-0.04420768839679923
gru_h128_l1,24,1,2024,86913,23.59171746485213,12.003574962223796,0.9370289349355986,20.347241636184886,-3.978230559238906,3951,-0.10867563789097501
gru_h128_l1,24,1,7,86913,22.545426688353817,11.485467322749178,0.9424905995443238,19.84270602393254,-2.5085858873098212,3951,-0.05950596231386118
gru_h128_l1,24,1,31415,86913,22.74153863599481,11.473791820441996,0.9414857542701427,19.976045333102064,-2.375781760431981,3951,-0.0687221009427188
gru_h128_l1,24,3,42,86913,42.17694194634135,23.608661503429232,0.7991132828437384,33.477458930457125,-7.197036839404447,3939,0.005303459119400222
gru_h128_l1,24,3,1337,86913,42.35228732418978,23.25024499151668,0.7974394878008366,33.365436729842045,-3.663057119324739,3939,0.0011681322617268508
gru_h128_l1,24,3,2024,86913,42.27068196587632,24.04080457544134,0.7982193322440859,33.80358662007816,-8.935965050177197,3939,0.003092704406739033
gru_h128_l1,24,3,7,86913,40.896853567069066,23.021656778873925,0.8111222333282879,33.18141326946941,-4.887732949417648,3939,0.035492928154483905
gru_h128_l1,24,3,31415,86913,41.39599755011073,23.985698497830832,0.8064836112010799,34.74291471553374,-4.98180043818301,3939,0.023721169216518234
gru_h128_l1,24,6,42,86913,60.16388818310258,36.45064142409766,0.5926440547743215,49.07459071218895,-17.043880232073793,3921,0.001825983553864985
gru_h128_l1,24,6,1337,86913,59.08414205834119,35.69635247696593,0.6071342800124913,48.624337546314194,-14.797348594310497,3921,0.019739960835637782
gru_h128_l1,24,6,2024,86913,59.93990639017915,35.2879826376054,0.5956714680687346,47.48601929066701,-14.32090057742963,3921,0.0055420466708757665
gru_h128_l1,24,6,7,86913,59.79518605566177,35.37538405690076,0.5976215518924541,46.66484703555695,-14.325180447976237,3921,0.007943089587633345
gru_h128_l1,24,6,31415,86913,59.81574956916867,36.55644924161351,0.5973447490939907,48.61440498156787,-15.426557085205166,3921,0.0076019220619083505
gru_h128_l1,24,12,42,86913,76.08661126886844,47.93158810674032,0.35348321977135577,62.69048284388187,-19.65382282806828,3885,0.024525218356322487
gru_h128_l1,24,12,1337,86913,73.81524327985608,46.70654750415229,0.3915072217703348,60.8851076178199,-15.140557082308966,3885,0.053645482173628745
gru_h128_l1,24,12,2024,86913,74.04814780137937,47.05009906216387,0.38766128713074055,62.65195795773638,-19.35690005215863,3885,0.05065951022024617
gru_h128_l1,24,12,7,86913,73.74008618775837,46.701697672540426,0.39274569945584326,60.838822190727996,-15.867901181290948,3885,0.05460903997677391
gru_h128_l1,24,12,31415,86913,74.6308486793826,46.94665620779158,0.37798611698904516,60.76825103145905,-17.031172656624086,3885,0.04318894473895307
gru_h128_l1,24,24,42,86913,92.27080963118739,61.677062330265585,0.06422627303353068,78.70637858134405,-23.250364918203452,3813,0.051607216568022585
gru_h128_l1,24,24,1337,86913,94.44427774646914,63.24000749753029,0.01962216380499293,80.27938994071282,-21.543181712113295,3813,0.02926752448347414
gru_h128_l1,24,24,2024,86913,94.5729620272024,61.19582272348805,0.01694873205632519,78.62875541467645,-31.431111826377165,3813,0.0279448608623748
gru_h128_l1,24,24,7,86913,96.204780238976,62.455695950157924,-0.017268247126135616,80.0795135917603,-27.903940222954745,3813,0.011172442563404217
gru_h128_l1,24,24,31415,86913,91.82740565356202,60.322444612406805,0.07319831606730476,77.52460952290014,-26.003010552373375,3813,0.0561646831623418
gru_h128_l1,48,1,42,86913,21.88775347702849,11.461161541032551,0.9457968783401958,19.956789696696063,-3.0835254290777616,3951,-0.028599087128693856
gru_h128_l1,48,1,1337,86913,24.417308796658265,12.240834735144514,0.9325444771108597,20.401988566327216,-4.056109365183729,3951,-0.14747370326248066
gru_h128_l1,48,1,2024,86913,24.900586116425167,12.534806126911887,0.9298478377646132,20.66325033575102,-5.256768496543427,3951,-0.17018497011149503
gru_h128_l1,48,1,7,86913,22.48880683390374,11.497510114335311,0.9427790913261336,19.895247893218723,-2.1514947186736895,3951,-0.056845153352272915
gru_h128_l1,48,1,31415,86913,22.90819450243294,11.666094767515968,0.9406249968587433,20.126795854449703,-2.9726250993598753,3951,-0.07655397241654605
gru_h128_l1,48,3,42,86913,41.782494853848235,23.45628626291859,0.8028531770904177,33.19796393932013,-7.1787735618766675,3939,0.014606057656830429
gru_h128_l1,48,3,1337,86913,43.26565451458013,23.711711858190153,0.788608460312509,33.523593512736994,-7.047027427036747,3939,-0.020372623016144065
gru_h128_l1,48,3,2024,86913,43.061426468482004,24.146541499022998,0.7905994246661407,34.276660289025266,-6.62230676132541,3939,-0.015556130363285181
gru_h128_l1,48,3,7,86913,39.97897452974737,22.571204229403108,0.8195053447385512,32.83886374441015,-3.1676319476725507,3939,0.057140090353494544
gru_h128_l1,48,3,31415,86913,43.59469055527804,24.961711154228457,0.7853809616799319,34.5717859760747,-12.39983181367236,3939,-0.028132574221797046
gru_h128_l1,48,6,42,86913,59.44127807760841,36.299718437486504,0.6023705468671626,49.194754362713,-17.65229472947137,3921,0.013814747131287164
gru_h128_l1,48,6,1337,86913,59.527923652608294,35.813259279034874,0.6012104795168967,48.237480336559834,-14.745577018554508,3921,0.012377217672723817
gru_h128_l1,48,6,2024,86913,61.14135045735361,35.83878883082396,0.5793001839448075,47.592682218177956,-14.538456945245384,3921,-0.014391010953610284
gru_h128_l1,48,6,7,86913,59.79017659785105,35.50524218299078,0.5976889691398346,46.86703496790975,-14.831136423283416,3921,0.008026201081490436
gru_h128_l1,48,6,31415,86913,58.62580999449567,36.003611317476334,0.61320577570935,48.20777986533463,-15.783868168192608,3921,0.02734410961741862
gru_h128_l1,48,12,42,86913,76.70530485967049,48.43957129034095,0.3429262491788345,63.369426023777855,-22.886102926144993,3885,0.016593205281652867
gru_h128_l1,48,12,1337,86913,72.55367399832016,46.3242741725199,0.41212886568108453,60.273321174926345,-15.346315736167517,3885,0.06981953696345133
gru_h128_l1,48,12,2024,86913,73.71234426480072,47.05190720038795,0.3932025265082878,62.64178537489056,-18.165326101794495,3885,0.05496470762694505
gru_h128_l1,48,12,7,86913,74.63394991003744,47.35849141154549,0.377934421245659,61.70254873319394,-17.253934629555207,3885,0.04314918515122257
gru_h128_l1,48,12,31415,86913,75.10349655656803,47.21927255091711,0.37008256240665804,61.181123005727386,-18.617273903578464,3885,0.037129322985494095
gru_h128_l1,48,24,42,86913,92.50443924939809,60.82802295851542,0.0594815170718731,77.35357295362553,-19.404929382035913,3813,0.049205886778107
gru_h128_l1,48,24,1337,86913,93.56655524582841,61.81150724110453,0.037759866977671974,79.39411250860266,-23.347021277507203,3813,0.038289074080695595
gru_h128_l1,48,24,2024,86913,93.90569355274579,60.956692274756506,0.030771816690034037,78.35144795574031,-30.11180372286974,3813,0.03480328779409658
gru_h128_l1,48,24,7,86913,87.97053343153434,59.17640533210441,0.1494171228045783,75.46801677002037,-18.532962955442883,3813,0.09580701204848585
gru_h128_l1,48,24,31415,86913,92.19921761472216,60.594297632361354,0.06567782501124586,78.62434146612446,-28.482762240937095,3813,0.05234306522956955
gru_h128_l1,168,1,42,86913,27.61513126756295,13.64535082628319,0.9137188061157556,21.111535494567697,-7.504399793974097,3951,-0.29775304909960965
gru_h128_l1,168,1,1337,86913,23.907296349081733,12.293661748481922,0.9353329794418983,20.707653398783517,-4.49613635422001,3951,-0.1235060384881097
gru_h128_l1,168,1,2024,86913,24.773487809221123,12.78205615737921,0.9305621555566335,20.889414849854017,-6.159055257207874,3951,-0.16421207742048005
gru_h128_l1,168,1,7,86913,22.717365814898944,11.70062728357888,0.9416100820632894,19.94022546081183,-2.605448231198219,3951,-0.06758611676149018
gru_h128_l1,168,1,31415,86913,23.89322544322121,12.013994916579339,0.9354090780330935,20.307030772799735,-2.844507102276797,3951,-0.12284478648075314
gru_h128_l1,168,3,42,86913,41.7391397244532,23.430668614557028,0.8032620991296234,33.13099372838185,-6.928913849646416,3939,0.01562854044596984
gru_h128_l1,168,3,1337,86913,42.35265334886558,23.38457644053345,0.7974359865747696,33.400577891210034,-4.578353314640309,3939,0.0011594999744606316
gru_h128_l1,168,3,2024,86913,41.41763652728847,23.0564542670871,0.806281244236344,33.29924092926399,-3.894520031282051,3939,0.02321083786593614
gru_h128_l1,168,3,7,86913,40.63612472050018,22.7748171156272,0.8135228534175549,32.96531128873455,-3.6283400273684037,3939,0.04164192971367253
gru_h128_l1,168,3,31415,86913,44.28851296537846,25.17077834196265,0.7784951482941304,35.296623800877676,-12.494905817060259,3939,-0.04449560860656443
gru_h128_l1,168,6,42,86913,59.29831371905683,36.10681765780742,0.6042809525432828,48.5493664023855,-17.131038101183634,3921,0.01618665679825837
gru_h128_l1,168,6,1337,86913,59.991253794555135,36.185994269539336,0.5949784368509585,48.21548722234494,-14.454462631226622,3921,0.004690146196889122
gru_h128_l1,168,6,2024,86913,59.73451765765464,35.28202705395793,0.5984376467447146,47.04729380566533,-12.836143412774547,3921,0.008949633884202557
gru_h128_l1,168,6,7,86913,59.94788874353407,35.65230791025744,0.5955637699318981,47.00644524618467,-14.888976941043515,3921,0.005409612116700546
gru_h128_l1,168,6,31415,86913,59.89773524814036,36.64133642095294,0.5962402042848203,48.78422707524457,-17.756975729880956,3921,0.006241704547023441
gru_h128_l1,168,12,42,86913,77.47862730889176,49.10201059714555,0.32961057829291995,63.92082418832305,-23.804197760495406,3885,0.006678759957907343
gru_h128_l1,168,12,1337,86913,72.54034492713467,46.22894712084582,0.4123448452723998,60.3907208786765,-14.132138003611749,3885,0.06999042343857953
gru_h128_l1,168,12,2024,86913,73.83491192359263,47.02177932792638,0.3911829033327623,62.44112310548295,-18.25541255984487,3885,0.05339331867686925
gru_h128_l1,168,12,7,86913,74.06738457360535,46.99154203524425,0.38734309009903567,61.12336704511937,-16.028757507387247,3885,0.05041288356841178
gru_h128_l1,168,12,31415,86913,76.6873770891419,48.02967513543173,0.3432333593802852,62.02756763370122,-20.134384455442646,3885,0.01682304976743143
gru_h128_l1,168,24,42,86913,92.17635272309953,60.60408565835684,0.0661411809235889,76.95175459556707,-20.43392697334406,3813,0.052578078862760114
gru_h128_l1,168,24,1337,86913,92.13576210208275,61.022293632369504,0.06696346477835247,77.96980762883325,-24.24202529415452,3813,0.05299528395937958
gru_h128_l1,168,24,2024,86913,93.65592736290813,60.97832419720041,0.03592078016386879,78.36620127777213,-30.1466503030269,3813,0.03737047510863456
gru_h128_l1,168,24,7,86913,87.86128353077703,59.1835723254571,0.1515284750769913,75.43140193516733,-18.715708107618564,3813,0.09692992207694484
gru_h128_l1,168,24,31415,86913,93.17239414257989,60.79302041819116,0.045849910553921736,78.74731668184322,-29.602533433866856,3813,0.042340404586243996
lstm_h32_l1,24,1,42,16673,25.843119855712423,12.383885612295547,0.924436545271826,20.21976858336762,-4.760284952182025,3951,-0.2144786590383354
lstm_h32_l1,24,1,1337,16673,28.215354861714008,13.140451121308052,0.9099273468504242,21.00069919745012,-4.575249171779237,3951,-0.3259601212262597
lstm_h32_l1,24,1,2024,16673,24.969747073562367,12.191590893978834,0.9294576036917247,20.31652589865776,-4.895659965616886,3951,-0.17343513909073427
