model,window,horizon_h,seed,n_params,rmse,mae,r2,smape,bias,n,skill_vs_persistence
gru_h64_l1,24,6,31415,31169,58.44081690687426,34.742231612095054,0.6156429740526155,47.102099014637425,-12.99102388270112,3921,0.030413314398928915
gru_h64_l1,24,12,42,31169,79.16547134944628,49.16618472077179,0.30010172816579705,63.28023195460468,-25.530587483329565,3885,-0.014947565550429642
gru_h64_l1,24,12,1337,31169,75.63824026709264,47.66937868782443,0.36108048967487505,62.21971893585027,-21.14546716861991,3885,0.03027359639233529
gru_h64_l1,24,12,2024,31169,75.61423059628898,47.53275517796682,0.36148604676740625,61.31584464947366,-19.456382121411302,3885,0.030581414390718376
gru_h64_l1,24,12,7,31169,73.37487348019887,47.44922327026655,0.39874590371376617,62.30394661757883,-15.094103714306666,3885,0.05929128012676799
gru_h64_l1,24,12,31415,31169,73.72144087310627,47.21306730324401,0.39305275133609063,61.63297328449614,-18.761571404548626,3885,0.054848083797172875
gru_h64_l1,24,24,42,31169,103.15583500254584,68.4946643740472,-0.16957959460858674,87.8774981640462,-24.296360946464038,3813,-0.060273014579110384
gru_h64_l1,24,24,1337,31169,92.63568124161645,60.86755945821397,0.05681087589245282,78.09694406871547,-27.849712441890038,3813,0.047856934072471935
gru_h64_l1,24,24,2024,31169,91.61235500698085,60.41900308386831,0.07753418766663345,77.70730850856165,-25.12797158568226,3813,0.05837505155625944
gru_h64_l1,24,24,7,31169,92.25738986738068,60.67424191158021,0.06449844901728663,77.69079267501444,-26.267366664032618,3813,0.051745149758383846
gru_h64_l1,24,24,31415,31169,99.37433855299604,63.644016995504344,-0.08540217342255407,82.37557263432245,-34.208827135788084,3813,-0.02140542516853139
gru_h64_l1,48,1,42,31169,27.88502425683426,13.648613304324142,0.9120240479874231,21.700333309523412,-7.249506672019713,3951,-0.31043647422490905
gru_h64_l1,48,1,1337,31169,24.165528900825652,12.038461390634755,0.9339284444768972,20.527413482984585,-1.4423610214116769,3951,-0.13564148981569701
gru_h64_l1,48,1,2024,31169,23.684318555333004,11.756675502697856,0.9365336226755873,20.35922760363402,-2.382614506249564,3951,-0.1130273589223596
gru_h64_l1,48,1,7,31169,24.894641479036263,12.344512186492771,0.9298813292964906,20.81362161864191,-4.607553726077013,3951,-0.16990560619239958
gru_h64_l1,48,1,31415,31169,24.07324418096593,12.092588882744998,0.934432116668368,20.34439970700871,-1.5369612728579143,3951,-0.1313046363920114
gru_h64_l1,48,3,42,31169,45.72836799304258,24.8261136970157,0.7638584279898674,33.9791782401354,-10.017375316013121,3939,-0.07845299739044442
gru_h64_l1,48,3,1337,31169,41.807528971361926,23.616351513018845,0.8026168639990654,34.1486343775823,-6.151321667621077,3939,0.014015655675422067
gru_h64_l1,48,3,2024,31169,44.21137938446162,24.31446597768957,0.7792660291886363,34.09519961455882,-8.96137660490895,3939,-0.042676498387020256
gru_h64_l1,48,3,7,31169,44.79495330911501,24.611971605304902,0.7734003564127028,34.16614896043483,-9.296909026493234,3939,-0.056439444143953965
gru_h64_l1,48,3,31415,31169,44.110621878323236,24.9354899452079,0.7802709859041584,34.744638929722704,-9.78093947819992,3939,-0.04030024401203236
gru_h64_l1,48,6,42,31169,57.37678043383708,33.74489216505832,0.6295115967885079,45.52697308366574,-9.782650245047655,3921,0.04806665416819944
gru_h64_l1,48,6,1337,31169,59.72604904590515,35.62065629434702,0.5985514983246043,47.701286058613434,-11.932439296555511,3921,0.009090135910567398
