arm,target_coverage,family,model,skill,skill_std,rmse,train_rows,n_gaps,coverage,n_draws
fragmented,0.82,linear,ridge,0.11729840829544595,0.019172727723108546,70.55436592935327,6431.9,990.2,0.8199906052878807,10
fragmented,0.82,sequence,gru_h64_l2,0.15038399408396724,0.029776763354421202,67.90983401885495,6431.9,990.2,0.8199906052878807,10
fragmented,0.82,sequence,lstm_h64_l1,0.15732025697469057,0.022327661601747237,67.35541830829838,6431.9,990.2,0.8199906052878807,10
fragmented,0.82,trees,lightgbm,0.0822468003917757,0.04441688958451852,73.35604204922086,6431.9,990.2,0.8199906052878807,10
fragmented,0.82,trees,random_forest,0.10691360980056333,0.03287620849795269,71.38442319898576,6431.9,990.2,0.8199906052878807,10
fragmented,0.82,trees,xgboost,0.08771595269206933,0.04514257290284162,72.91889253420396,6431.9,990.2,0.8199906052878807,10
fragmented,0.85,climatological,climatology,0.007155164752630494,0.07721463496888405,79.35811884267837,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,climatological,persistence,0.0,0.0,79.9300313859276,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,linear,dlinear,0.10973008725924516,0.02259300424135338,71.15930206731556,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,linear,ridge,0.11629327333496298,0.019763389838850134,70.63470639829175,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,sequence,gru_h64_l2,0.1504255082836713,0.035438086197957006,67.90651578756965,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,sequence,lstm_h64_l1,0.15321495102602617,0.023821615581338933,67.68355554162397,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,trees,lightgbm,0.08462205666226681,0.03502296804556097,73.16618774097087,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,trees,random_forest,0.10943062900446257,0.027639567632856687,71.18323777501911,7870.5,860.0,0.8499865789826868,10
fragmented,0.85,trees,xgboost,0.09514682852037809,0.03515371300051459,72.32494239602231,7870.5,860.0,0.8499865789826868,10
fragmented,0.9,climatological,climatology,0.043229019568034564,0.04299556213740173,76.47473449507171,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,climatological,persistence,0.0,0.0,79.9300313859276,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,linear,dlinear,0.12502889439434245,0.02448741587754006,69.93646793283999,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,linear,ridge,0.12082551739974157,0.014316478501111377,70.27244398794532,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,sequence,gru_h64_l2,0.1640630567837908,0.029100870873711014,66.816466107928,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,sequence,lstm_h64_l1,0.15922940280845627,0.023836821486939087,67.20282022188519,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,trees,lightgbm,0.08917269744766976,0.028169198064363944,72.80245488016753,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,trees,random_forest,0.11218585661176209,0.024198212722032014,70.96301234589228,11217.4,644.8,0.9000134210173132,10
fragmented,0.9,trees,xgboost,0.10029802266783132,0.024719416539379736,71.91320728614137,11217.4,644.8,0.9000134210173132,10
fragmented,0.95,climatological,climatology,0.03140812567831221,0.07289514076189434,77.41957891468695,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,climatological,persistence,0.0,0.0,79.9300313859276,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,linear,dlinear,0.12927001453429127,0.015426016985724595,69.5974750669424,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,linear,ridge,0.12554295786065042,0.011059416034544517,69.89537882384363,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,sequence,gru_h64_l2,0.16827404771040272,0.020576345472959983,66.47988147099804,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,sequence,lstm_h64_l1,0.1623716030618885,0.016569866519513334,66.95166405700749,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,trees,lightgbm,0.09941578328736801,0.008759373168469881,71.9837247075117,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,trees,random_forest,0.11592076596388332,0.010034638022903967,70.66448092415365,15851.3,408.3,0.9500067105086567,10
fragmented,0.95,trees,xgboost,0.10494845676163848,0.010243697439775738,71.54149794306518,15851.3,408.3,0.9500067105086567,10
fragmented,1.0,climatological,climatology,0.03958970142685336,0.0,76.76562530831971,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,climatological,persistence,0.0,0.0,79.9300313859276,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,linear,dlinear,0.14839511305153433,0.0,68.06880534220019,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,linear,ridge,0.12990119177167192,0.0,69.54702505054847,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,sequence,gru_h64_l2,0.14880126103840163,0.0,68.03634192086257,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,sequence,lstm_h64_l1,0.15463845127724976,0.0,67.5697751218658,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,trees,lightgbm,0.09345055785062573,0.0,72.46052536389465,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,trees,random_forest,0.12180429494847222,0.0,70.19421026775544,19898.0,216.0,0.9810763655885116,1
fragmented,1.0,trees,xgboost,0.10382836726825506,0.0,71.63102673142636,19898.0,216.0,0.9810763655885116,1
